Time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
1971779,4.28,0.66,-7.03,-0.05,0,0.45
1971786,4.29,0.66,-7.04,-0.06,0,0.39
1971793,4.28,0.65,-7.03,-0.01,0.02,0.32
1971801,4.28,0.66,-7.03,-0.02,0.03,0.3
1971838,4.28,0.67,-7.03,0.08,0.03,0.23
1971845,4.28,0.67,-7.03,0.07,0.02,0.25
1971852,4.27,0.68,-7.04,0.02,0,0.28
1971859,4.27,0.68,-7.04,-0.01,0.03,0.35
1971866,4.27,0.68,-7.04,-0.02,0.05,0.36
1971873,4.28,0.68,-7.03,0,0.03,0.42
1971880,4.28,0.67,-7.04,-0.02,0.01,0.4
1971887,4.28,0.67,-7.04,-0.05,-0.02,0.41
1971894,4.28,0.66,-7.03,-0.05,0,0.41
1971901,4.28,0.65,-7.04,-0.05,0,0.41
1971908,4.28,0.65,-7.03,-0.03,0.02,0.42
1971915,4.28,0.65,-7.03,-0.05,0.01,0.37
1971922,4.29,0.65,-7.03,-0.03,0.01,0.39
1971929,4.29,0.65,-7.03,-0.04,0.01,0.35
1971936,4.28,0.65,-7.03,0,0.03,0.3
1971943,4.28,0.65,-7.04,0.06,0.03,0.23
1971950,4.28,0.65,-7.04,0.07,0.05,0.22
1971957,4.28,0.65,-7.04,0.07,0.05,0.22
1971964,4.28,0.66,-7.05,0.06,0.05,0.23
1971971,4.28,0.66,-7.05,0.06,0.03,0.23
1971978,4.28,0.66,-7.05,0.03,0.03,0.26
1971985,4.27,0.67,-7.06,-0.01,0.02,0.33
1971992,4.28,0.66,-7.06,-0.02,0,0.36
1971999,4.28,0.66,-7.06,-0.03,-0.01,0.39
1972006,4.28,0.66,-7.06,-0.09,0.02,0.41
1972013,4.27,0.66,-7.05,-0.11,0.03,0.38
1972020,4.27,0.66,-7.05,-0.11,0.04,0.4
1972027,4.27,0.66,-7.04,-0.11,0.04,0.41
1972034,4.27,0.65,-7.04,-0.1,0.03,0.41
1972041,4.28,0.65,-7.05,-0.07,0,0.4
1972048,4.27,0.65,-7.04,-0.05,0,0.35
1972055,4.27,0.65,-7.04,0,0.01,0.34
1972062,4.27,0.65,-7.04,0.01,0.03,0.3
1972069,4.27,0.66,-7.03,0.05,0.04,0.29
1972076,4.27,0.66,-7.04,0.07,0.01,0.28
1972083,4.26,0.66,-7.04,0.09,0,0.26
1972090,4.27,0.66,-7.04,0.08,-0.01,0.3
1972097,4.28,0.66,-7.04,0.05,0,0.3
1972104,4.28,0.67,-7.03,0.04,0.02,0.27
1972111,4.28,0.67,-7.04,0.03,0.03,0.3
1972118,4.28,0.67,-7.05,0.01,0,0.32
1972125,4.28,0.67,-7.05,-0.01,0,0.34
1972132,4.28,0.66,-7.05,-0.01,-0.02,0.35
1972139,4.28,0.66,-7.05,-0.05,0,0.43
1972146,4.28,0.66,-7.05,-0.07,0,0.39
1972153,4.28,0.66,-7.04,-0.07,-0.04,0.38
1972160,4.27,0.65,-7.04,-0.06,-0.01,0.36
1972167,4.27,0.65,-7.04,-0.05,0,0.35
1972174,4.27,0.65,-7.04,-0.06,0.01,0.35
1972181,4.27,0.65,-7.04,-0.05,0.01,0.33
1972188,4.27,0.65,-7.04,-0.02,0,0.35
1972195,4.27,0.65,-7.04,0.01,0.02,0.31
1972202,4.27,0.65,-7.04,0.05,0.04,0.3
1972209,4.28,0.65,-7.04,0.03,0,0.3
1972216,4.27,0.66,-7.04,0.02,-0.01,0.23
1972223,4.27,0.65,-7.04,0.04,-0.02,0.24
1972230,4.27,0.65,-7.03,0.06,0.04,0.27
1972237,4.27,0.65,-7.03,0.05,0.04,0.24
1972244,4.27,0.65,-7.03,0.02,0.02,0.27
1972251,4.27,0.66,-7.04,-0.01,0.04,0.33
1972258,4.27,0.66,-7.04,0,0.02,0.36
1972265,4.27,0.65,-7.04,-0.02,0.02,0.34
1972272,4.27,0.66,-7.04,-0.03,0.02,0.39
1972279,4.27,0.66,-7.05,-0.04,0.03,0.42
1972286,4.28,0.65,-7.06,-0.05,0.07,0.39
1972293,4.27,0.65,-7.04,-0.05,0.07,0.33
1972328,4.28,0.65,-7.04,0.04,0.06,0.38
1972335,4.27,0.64,-7.04,0.05,0.06,0.39
1972342,4.28,0.65,-7.04,0.06,0.04,0.39
1972349,4.27,0.65,-7.04,0.04,0.06,0.33
1972356,4.27,0.65,-7.03,0.03,0.08,0.3
1972363,4.28,0.66,-7.03,0.02,0.08,0.33
1972370,4.28,0.66,-7.03,0.02,0.09,0.3
1972377,4.27,0.66,-7.03,0.02,0.06,0.34
1972384,4.26,0.67,-7.03,0.01,0.05,0.39
1972391,4.27,0.66,-7.03,0,0.08,0.42
1972398,4.28,0.66,-7.03,-0.04,0.07,0.4
1972405,4.27,0.66,-7.03,-0.06,0.02,0.39
1972412,4.27,0.65,-7.03,-0.07,0.01,0.4
1972419,4.28,0.65,-7.03,-0.08,0.01,0.43
1972426,4.28,0.65,-7.04,-0.08,0.01,0.42
1972433,4.28,0.65,-7.05,-0.07,0.02,0.43
1972440,4.28,0.65,-7.05,-0.05,0.01,0.43
1972447,4.28,0.65,-7.04,-0.03,-0.01,0.41
1972454,4.29,0.65,-7.04,-0.04,-0.03,0.33
1972461,4.28,0.65,-7.04,-0.02,-0.01,0.32
1972468,4.28,0.66,-7.04,0.05,0.04,0.26
1972475,4.28,0.65,-7.05,0.02,0.04,0.25
1972482,4.29,0.66,-7.05,0.03,0.04,0.24
1972489,4.28,0.66,-7.04,0.07,0.01,0.22
1972496,4.28,0.66,-7.04,0.05,0.03,0.23
1972503,4.29,0.67,-7.04,0.05,0.03,0.23
1972510,4.28,0.67,-7.04,0.04,0.03,0.25
1972517,4.28,0.67,-7.04,0,0.04,0.3
1972524,4.29,0.67,-7.04,-0.01,0.04,0.34
1972531,4.28,0.67,-7.04,-0.01,0.04,0.34
1972538,4.29,0.67,-7.05,0.02,0.03,0.39
1972545,4.28,0.66,-7.04,0,0.02,0.38
1972552,4.29,0.66,-7.04,-0.03,-0.02,0.38
1972559,4.29,0.65,-7.04,-0.04,-0.02,0.39
1972566,4.29,0.65,-7.04,-0.02,0,0.39
1972573,4.29,0.65,-7.04,-0.02,0.03,0.42
1972580,4.29,0.64,-7.04,-0.01,0.02,0.39
1972587,4.28,0.65,-7.04,0.01,0,0.36
1972594,4.28,0.64,-7.04,0,0.03,0.33
1972601,4.27,0.64,-7.05,0.06,0.04,0.31
1972608,4.28,0.65,-7.05,0.07,0.04,0.3
1972615,4.28,0.65,-7.05,0.09,0.04,0.31
1972622,4.28,0.65,-7.05,0.1,0.02,0.3
1972629,4.27,0.65,-7.05,0.09,0.03,0.33
1972636,4.27,0.66,-7.04,0.06,0.01,0.3
1972643,4.27,0.66,-7.04,0.02,0.02,0.33
1972650,4.27,0.66,-7.03,0.01,-0.02,0.35
1972657,4.26,0.66,-7.04,0,-0.01,0.34
1972664,4.27,0.66,-7.04,-0.02,-0.02,0.38
1972671,4.27,0.65,-7.04,-0.05,0.01,0.39
1972678,4.27,0.66,-7.03,-0.08,0.01,0.4
1972685,4.27,0.66,-7.04,-0.08,0.03,0.4
1972692,4.28,0.65,-7.04,-0.09,0.02,0.38
1972699,4.28,0.65,-7.04,-0.1,0,0.37
1972706,4.28,0.65,-7.05,-0.08,0.01,0.38
1972713,4.28,0.65,-7.04,-0.07,0.03,0.36
1972720,4.27,0.65,-7.04,-0.05,0.04,0.33
1972727,4.28,0.65,-7.04,-0.03,0.04,0.31
1972734,4.28,0.66,-7.04,-0.02,0.05,0.32
1972741,4.27,0.66,-7.04,0.02,0.05,0.34
1972748,4.27,0.66,-7.04,0.04,0.05,0.3
1972755,4.27,0.66,-7.04,0.02,0.06,0.27
1972762,4.27,0.66,-7.04,0.02,0.02,0.3
1972769,4.28,0.66,-7.03,-0.02,0.02,0.3
1972776,4.27,0.66,-7.03,-0.02,0.03,0.3
1972810,4.27,0.66,-7.05,-0.05,0.03,0.37
1972817,4.27,0.65,-7.05,-0.03,0.02,0.41
1972824,4.27,0.65,-7.05,-0.07,0.03,0.39
1972831,4.28,0.64,-7.05,-0.09,0,0.39
1972838,4.28,0.64,-7.04,-0.07,0.03,0.39
1972845,4.29,0.64,-7.04,-0.05,0.03,0.4
1972852,4.28,0.64,-7.05,-0.05,0.02,0.38
1972859,4.28,0.64,-7.04,-0.04,0.06,0.36
1972866,4.28,0.65,-7.04,0.02,0.04,0.33
1972873,4.29,0.65,-7.04,0.02,0.05,0.3
1972880,4.28,0.65,-7.04,0.04,0.06,0.31
1972887,4.28,0.65,-7.04,0.05,0.03,0.3
1972894,4.28,0.65,-7.04,0.01,0.03,0.32
1972901,4.28,0.66,-7.04,0,0.03,0.33
1972908,4.27,0.66,-7.04,0.01,0.04,0.33
1972915,4.27,0.66,-7.04,0.05,0.02,0.31
1972922,4.27,0.66,-7.04,0.03,0.03,0.32
1972929,4.27,0.66,-7.04,0.02,0.01,0.35
1972936,4.27,0.66,-7.05,0.02,0.01,0.34
1972943,4.27,0.66,-7.05,0.02,0,0.36
1972950,4.27,0.66,-7.04,-0.02,-0.01,0.4
1972957,4.28,0.65,-7.04,-0.02,0.02,0.41
1972964,4.28,0.65,-7.04,-0.02,0.01,0.39
1972971,4.29,0.65,-7.03,-0.02,0.01,0.39
1972978,4.29,0.65,-7.04,-0.01,-0.01,0.38
1972985,4.28,0.65,-7.03,-0.02,0.02,0.39
1972992,4.28,0.65,-7.03,0.02,0,0.39
1972999,4.28,0.64,-7.03,0.02,0.04,0.37
1973006,4.28,0.66,-7.04,0.04,0.03,0.43
1973013,4.27,0.66,-7.03,0.02,0.06,0.37
1973020,4.28,0.66,-7.04,0.02,0.05,0.34
1973027,4.28,0.67,-7.04,0.03,0.06,0.39
1973034,4.28,0.67,-7.05,0,0.06,0.4
1973041,4.28,0.67,-7.05,-0.02,0.05,0.42
1973048,4.28,0.67,-7.04,-0.03,0.04,0.44
1973055,4.28,0.67,-7.05,-0.03,0.05,0.43
1973062,4.28,0.67,-7.04,0.01,0.07,0.43
1973069,4.29,0.67,-7.04,-0.03,0.06,0.45
1973076,4.29,0.66,-7.04,-0.06,0.06,0.42
1973083,4.29,0.66,-7.03,-0.08,0.06,0.39
1973090,4.29,0.66,-7.02,-0.08,0.06,0.41
1973097,4.28,0.65,-7.03,-0.07,0.07,0.4
1973104,4.29,0.66,-7.03,-0.03,0.06,0.4
1973111,4.29,0.65,-7.03,0,0.05,0.37
1973118,4.29,0.65,-7.03,-0.02,0.06,0.35
1973125,4.29,0.66,-7.03,-0.01,0.02,0.35
1973132,4.29,0.66,-7.03,0.04,0.03,0.31
1973139,4.28,0.66,-7.04,0.05,0.06,0.29
1973146,4.28,0.66,-7.04,0.08,0.02,0.29
1973160,4.28,0.66,-7.04,0.08,0.03,0.26
1973167,4.27,0.66,-7.04,0.07,0.03,0.27
1973174,4.27,0.67,-7.05,0.06,0.03,0.27
1973181,4.28,0.67,-7.05,0.04,0.03,0.29
1973188,4.27,0.67,-7.04,0.02,0.02,0.35
1973195,4.27,0.67,-7.04,0.01,0.03,0.37
1973202,4.28,0.67,-7.04,0.02,0.03,0.38
1973209,4.28,0.66,-7.04,0.02,0.03,0.4
1973216,4.28,0.66,-7.04,0.01,0.01,0.39
1973223,4.28,0.66,-7.03,0.01,0,0.42
1973230,4.28,0.65,-7.04,0,0.03,0.42
1973237,4.28,0.66,-7.04,-0.01,0.03,0.39
1973244,4.28,0.66,-7.04,0,0.03,0.37
1973251,4.28,0.65,-7.04,-0.02,0.02,0.35
1973258,4.28,0.65,-7.04,-0.01,0.01,0.33
1973265,4.28,0.65,-7.04,0.02,0.04,0.31
1973299,4.27,0.66,-7.05,-0.02,0.01,0.3
1973306,4.27,0.67,-7.04,-0.02,0.03,0.33
1973313,4.27,0.66,-7.05,-0.02,0.03,0.37
1973320,4.27,0.66,-7.05,-0.01,0,0.39
1973327,4.27,0.66,-7.05,-0.05,0,0.4
1973334,4.27,0.67,-7.04,-0.09,0,0.42
1973341,4.27,0.66,-7.04,-0.1,-0.01,0.45
1973348,4.27,0.66,-7.04,-0.1,0.01,0.46
1973355,4.27,0.66,-7.04,-0.06,0,0.44
1973362,4.27,0.66,-7.04,-0.06,0,0.44
1973369,4.27,0.66,-7.03,-0.08,0,0.41
1973376,4.27,0.66,-7.04,-0.07,-0.02,0.37
1973383,4.28,0.66,-7.04,-0.05,-0.01,0.36
1973390,4.28,0.66,-7.04,0,0.03,0.32
1973397,4.28,0.65,-7.04,0.05,0.02,0.32
1973404,4.28,0.65,-7.05,0.05,0.01,0.32
1973411,4.27,0.65,-7.05,0.07,0.02,0.27
1973418,4.27,0.65,-7.05,0.05,0.03,0.28
1973425,4.28,0.66,-7.04,0.05,0.07,0.26
1973432,4.27,0.66,-7.04,0.02,0.06,0.31
1973439,4.28,0.66,-7.05,0.01,0.06,0.29
1973446,4.28,0.66,-7.04,0,0.06,0.31
1973453,4.28,0.66,-7.04,-0.02,0.04,0.29
1973460,4.28,0.66,-7.04,-0.01,0.04,0.35
1973467,4.27,0.66,-7.04,-0.03,0.03,0.35
1973474,4.27,0.66,-7.04,-0.02,0.03,0.38
1973481,4.28,0.66,-7.05,-0.07,0.02,0.38
1973488,4.27,0.66,-7.04,-0.05,0.03,0.37
1973495,4.27,0.66,-7.04,-0.06,0,0.37
1973502,4.28,0.66,-7.04,-0.06,0,0.36
1973509,4.28,0.66,-7.04,-0.05,0,0.37
1973516,4.29,0.66,-7.03,-0.04,0.03,0.37
1973523,4.28,0.66,-7.03,-0.02,0,0.36
1973530,4.28,0.66,-7.03,0,-0.03,0.35
1973537,4.29,0.66,-7.03,0.03,-0.03,0.32
1973544,4.29,0.66,-7.03,0.03,-0.04,0.27
1973551,4.28,0.67,-7.03,-0.02,-0.03,0.28
1973558,4.28,0.66,-7.03,-0.03,-0.03,0.27
1973565,4.27,0.66,-7.03,-0.02,-0.02,0.3
1973572,4.27,0.67,-7.04,-0.02,0,0.31
1973579,4.27,0.66,-7.04,-0.05,0.03,0.33
1973586,4.27,0.66,-7.04,-0.02,0.01,0.36
1973593,4.27,0.66,-7.03,-0.05,0.03,0.36
1973600,4.27,0.66,-7.03,-0.08,0.06,0.38
1973607,4.27,0.66,-7.04,-0.08,0.06,0.36
1973614,4.28,0.66,-7.04,-0.05,0.05,0.43
1973621,4.27,0.66,-7.04,-0.08,0.03,0.45
1973628,4.28,0.66,-7.04,-0.08,0.08,0.45
1973635,4.28,0.66,-7.04,-0.06,0.05,0.37
1973642,4.28,0.66,-7.03,-0.05,0.05,0.31
1973649,4.29,0.66,-7.03,-0.04,0.02,0.3
1973656,4.28,0.65,-7.03,-0.01,0.03,0.31
1973663,4.28,0.65,-7.03,-0.02,0.03,0.3
1973670,4.28,0.65,-7.03,-0.01,0.02,0.27
1973677,4.28,0.65,-7.05,0.02,0.01,0.29
1973684,4.28,0.66,-7.05,0.03,0.03,0.26
1973691,4.28,0.66,-7.05,0.02,0.06,0.26
1973698,4.28,0.66,-7.05,0,0.05,0.25
1973705,4.28,0.66,-7.05,0,0.03,0.29
1973712,4.28,0.66,-7.05,-0.03,0.03,0.33
1973719,4.28,0.66,-7.04,-0.03,0.01,0.35
1973726,4.28,0.66,-7.04,-0.04,0.04,0.38
1973733,4.28,0.66,-7.04,-0.04,0.03,0.41
1973740,4.28,0.65,-7.05,-0.07,0.01,0.39
1973747,4.28,0.65,-7.04,-0.05,0,0.4
1973781,4.28,0.65,-7.04,-0.01,0.02,0.35
1973788,4.28,0.65,-7.05,0.02,0.01,0.36
1973795,4.28,0.65,-7.05,0.02,0.03,0.36
1973802,4.28,0.66,-7.04,0.04,0.03,0.35
1973810,4.28,0.66,-7.04,0.02,0.05,0.31
1973817,4.27,0.66,-7.04,0.04,0,0.32
1973824,4.27,0.66,-7.03,0,0,0.35
1973831,4.27,0.66,-7.03,0,-0.02,0.34
1973838,4.27,0.66,-7.04,-0.02,0.04,0.36
1973845,4.27,0.66,-7.04,-0.04,0.03,0.36
1973852,4.27,0.66,-7.03,-0.04,0.02,0.34
1973859,4.27,0.66,-7.03,-0.03,0.04,0.36
1973866,4.28,0.66,-7.04,-0.04,0.06,0.41
1973873,4.28,0.66,-7.04,-0.07,0.06,0.42
1973880,4.28,0.66,-7.03,-0.08,0.06,0.42
1973887,4.28,0.65,-7.03,-0.08,0.06,0.4
1973894,4.29,0.65,-7.03,-0.08,0.06,0.42
1973901,4.29,0.65,-7.03,-0.05,0.06,0.42
1973908,4.29,0.65,-7.04,-0.02,0.03,0.42
1973915,4.28,0.65,-7.05,0,0.05,0.4
1973922,4.28,0.65,-7.04,0.02,0.03,0.38
1973929,4.28,0.65,-7.04,0.04,0.04,0.36
1973936,4.28,0.64,-7.03,0.05,0.05,0.33
1973943,4.27,0.65,-7.03,0.04,0.03,0.31
1973950,4.28,0.66,-7.04,0.05,0.04,0.35
1973957,4.27,0.66,-7.04,0.05,0.03,0.36
1973964,4.27,0.66,-7.04,0.04,0.03,0.33
1973971,4.28,0.66,-7.04,0.05,0.05,0.33
1973978,4.28,0.66,-7.04,0.02,0,0.34
1973985,4.28,0.66,-7.04,-0.02,0.01,0.37
1973992,4.27,0.67,-7.04,-0.03,0.02,0.38
1973999,4.27,0.66,-7.04,-0.05,0,0.39
1974006,4.28,0.66,-7.04,-0.05,0.01,0.42
1974013,4.28,0.65,-7.04,-0.06,0.02,0.42
1974020,4.28,0.65,-7.04,-0.07,0.04,0.42
1974027,4.28,0.66,-7.05,-0.05,0.05,0.41
1974034,4.28,0.66,-7.04,-0.02,0.06,0.43
1974041,4.28,0.65,-7.04,-0.02,0.05,0.37
1974048,4.28,0.65,-7.03,0,0.05,0.36
1974055,4.28,0.66,-7.04,-0.01,0.04,0.36
1974062,4.28,0.65,-7.04,-0.02,0.02,0.34
1974069,4.29,0.65,-7.04,-0.02,0.02,0.3
1974076,4.29,0.65,-7.04,-0.02,0.01,0.3
1974083,4.29,0.65,-7.04,-0.02,-0.02,0.31
1974090,4.29,0.66,-7.03,0,0,0.34
1974097,4.28,0.66,-7.03,0.01,0.02,0.32
1974104,4.28,0.66,-7.03,0,0.05,0.32
1974111,4.28,0.66,-7.04,0,0,0.33
1974118,4.28,0.66,-7.03,-0.05,-0.02,0.3
1974125,4.28,0.66,-7.04,-0.03,-0.01,0.35
1974132,4.28,0.67,-7.03,-0.05,0.01,0.39
1974139,4.28,0.67,-7.03,-0.05,0.03,0.42
1974146,4.29,0.67,-7.04,-0.06,0.03,0.41
1974153,4.28,0.66,-7.03,-0.05,0.03,0.33
1974160,4.28,0.66,-7.03,-0.01,0.02,0.34
1974167,4.28,0.66,-7.03,0,0.01,0.36
1974174,4.28,0.65,-7.03,0,0.01,0.36
1974181,4.28,0.65,-7.04,-0.02,0.01,0.36
1974188,4.27,0.65,-7.03,-0.01,0.01,0.33
1974195,4.27,0.65,-7.03,0.02,0.06,0.33
1974202,4.27,0.66,-7.03,0.02,0.06,0.32
1974209,4.27,0.66,-7.03,0.03,0.06,0.31
1974216,4.27,0.66,-7.03,0.02,0.04,0.32
1974223,4.27,0.66,-7.03,0.01,0.03,0.29
1974230,4.26,0.66,-7.03,0.02,0,0.31
1974264,4.26,0.66,-7.04,-0.02,0,0.39
1974271,4.26,0.66,-7.04,-0.02,0,0.38
1974278,4.27,0.65,-7.04,-0.02,0.01,0.39
1974285,4.27,0.65,-7.05,0,-0.02,0.37
1974292,4.28,0.65,-7.04,-0.03,-0.04,0.37
1974299,4.28,0.65,-7.04,-0.03,-0.04,0.37
1974306,4.28,0.65,-7.04,-0.02,-0.04,0.33
1974313,4.28,0.65,-7.04,0.02,-0.06,0.28
1974320,4.29,0.65,-7.04,0.02,-0.03,0.28
1974327,4.28,0.65,-7.03,0.03,0,0.25
1974334,4.28,0.65,-7.04,0.01,-0.01,0.24
1974341,4.28,0.66,-7.04,0.04,0,0.29
1974348,4.28,0.66,-7.04,0.05,0,0.29
1974355,4.28,0.65,-7.04,0,0.02,0.33
1974362,4.28,0.65,-7.04,-0.02,0,0.31
1974369,4.28,0.65,-7.04,-0.01,0.04,0.33
1974376,4.28,0.66,-7.04,-0.02,0.04,0.38
1974383,4.27,0.66,-7.04,-0.05,0.06,0.36
1974390,4.27,0.66,-7.04,-0.07,0.07,0.35
1974397,4.27,0.66,-7.04,-0.07,0.07,0.36
1974404,4.28,0.66,-7.04,-0.07,0.09,0.37
1974411,4.28,0.65,-7.04,-0.06,0.09,0.36
1974418,4.28,0.66,-7.03,-0.05,0.06,0.33
1974425,4.27,0.66,-7.04,-0.05,0.06,0.33
1974432,4.27,0.66,-7.04,-0.05,0.04,0.29
1974439,4.28,0.66,-7.04,-0.01,0.04,0.33
1974446,4.28,0.65,-7.04,0,0.06,0.33
1974453,4.28,0.65,-7.04,0.01,0.07,0.36
1974460,4.28,0.66,-7.04,0.02,0.08,0.36
1974467,4.28,0.66,-7.04,0.02,0.07,0.35
1974474,4.28,0.66,-7.04,0.02,0.08,0.33
1974481,4.28,0.66,-7.04,0.01,0.05,0.33
1974488,4.27,0.66,-7.04,-0.05,0.07,0.3
1974495,4.28,0.65,-7.04,-0.02,0.03,0.3
1974502,4.27,0.66,-7.04,0,0.02,0.32
1974509,4.27,0.66,-7.04,-0.03,0,0.32
1974516,4.27,0.66,-7.04,-0.06,-0.03,0.32
1974523,4.27,0.66,-7.04,-0.04,0,0.29
1974530,4.27,0.66,-7.04,-0.05,-0.02,0.31
1974537,4.27,0.65,-7.04,-0.05,0.01,0.36
1974544,4.28,0.65,-7.04,-0.08,0.03,0.35
1974551,4.27,0.65,-7.04,-0.02,0.06,0.36
1974558,4.27,0.65,-7.04,0,0.04,0.37
1974565,4.27,0.65,-7.04,0,0.03,0.36
1974572,4.28,0.66,-7.03,-0.02,0.02,0.33
1974579,4.28,0.66,-7.03,-0.04,0.03,0.34
1974586,4.28,0.66,-7.03,0.01,0.03,0.3
1974593,4.27,0.65,-7.03,0.03,0.05,0.31
1974600,4.27,0.66,-7.03,-0.01,0.06,0.3
1974607,4.28,0.66,-7.03,0,0.05,0.3
1974614,4.27,0.66,-7.03,-0.02,0.05,0.32
1974621,4.28,0.66,-7.04,0,0.06,0.34
1974628,4.28,0.66,-7.03,-0.02,0.09,0.33
1974635,4.28,0.66,-7.03,0,0.06,0.31
1974642,4.28,0.67,-7.03,0,0.05,0.31
1974649,4.27,0.67,-7.03,-0.02,0.05,0.33
1974656,4.28,0.66,-7.04,-0.03,0.03,0.35
1974663,4.28,0.66,-7.03,-0.02,0.01,0.34
1974670,4.28,0.66,-7.03,-0.02,0.03,0.39
1974677,4.28,0.66,-7.03,-0.03,0.02,0.41
1974684,4.28,0.66,-7.03,-0.04,0.02,0.42
1974691,4.28,0.66,-7.03,-0.03,0.05,0.39
1974698,4.28,0.66,-7.03,-0.01,0.03,0.39
1974705,4.28,0.66,-7.03,0.01,0,0.38
1974712,4.28,0.66,-7.03,-0.02,0,0.33
1974746,4.28,0.66,-7.04,-0.06,0.06,0.29
1974753,4.27,0.66,-7.04,-0.05,0.04,0.32
1974760,4.27,0.66,-7.04,-0.06,0.06,0.33
1974767,4.27,0.66,-7.04,-0.05,0.06,0.31
1974774,4.27,0.66,-7.04,-0.05,0.03,0.31
1974781,4.27,0.66,-7.04,-0.07,0.03,0.37
1974788,4.27,0.66,-7.05,-0.08,0.03,0.35
1974795,4.28,0.66,-7.04,-0.05,0.02,0.35
1974802,4.27,0.66,-7.04,-0.05,0.02,0.37
1974809,4.27,0.66,-7.04,-0.09,0.03,0.34
1974816,4.27,0.66,-7.05,-0.08,0.04,0.34
1974823,4.27,0.66,-7.05,-0.06,0.06,0.36
1974830,4.27,0.65,-7.04,-0.04,0.04,0.34
1974837,4.27,0.66,-7.04,-0.04,0.03,0.34
1974844,4.27,0.65,-7.04,-0.02,-0.01,0.27
1974851,4.28,0.65,-7.04,0,0,0.25
1974858,4.27,0.66,-7.04,-0.01,-0.02,0.3
1974865,4.28,0.66,-7.03,-0.02,0,0.27
1974872,4.28,0.66,-7.03,-0.02,0.01,0.26
1974879,4.28,0.66,-7.03,-0.01,-0.01,0.23
1974886,4.28,0.66,-7.03,0.02,-0.02,0.26
1974893,4.28,0.66,-7.04,-0.04,0,0.26
1974900,4.28,0.67,-7.04,-0.03,0.01,0.3
1974907,4.28,0.67,-7.04,-0.05,0.01,0.32
1974914,4.28,0.67,-7.04,-0.06,0.03,0.33
