Time (ms),Input x,Output x,Input y,Output y,Accel x (+/- 0.1 m/s^2),Accel y (+/- 0.1 m/s^2),Accel z (+/- 0.1 m/s^2),Gyro x (+/- 0.2 rad/s),Gyro y (+/- 0.2 rad/s),Gyro z (+/- 0.2 rad/s),Flight Phase
1623914,11.15,3.22,66.72,-8.34,-0.14,-1.00,-8.79,-0.37,4.30,1.95,2
1623921,11.01,3.22,66.91,-8.34,-0.08,-0.89,-8.76,-0.64,4.14,0.34,2
1623928,10.87,3.22,67.10,-8.34,-0.05,-0.86,-8.81,-0.94,3.97,-1.08,2
1623935,10.73,3.22,67.28,-8.34,-0.06,-0.82,-8.89,-1.17,3.85,-0.90,2
1623942,10.60,3.22,67.47,-8.34,-0.10,-0.80,-8.93,-1.46,3.71,0.54,2
1623949,10.46,3.22,67.65,-8.34,-0.12,-0.67,-8.93,-1.78,3.59,1.04,2
1623956,10.32,3.22,67.82,-8.34,-0.11,-0.57,-8.90,-2.04,3.46,-0.43,2
1623963,10.19,5.47,67.98,-9.42,-0.09,-0.59,-8.89,-2.30,3.34,-1.90,2
1623970,10.06,5.47,68.15,-9.42,-0.07,-0.64,-8.91,-2.58,3.19,-1.60,2
1623977,9.92,5.47,68.31,-9.42,-0.05,-0.70,-8.92,-2.85,3.08,0.02,2
1623984,9.80,5.47,68.46,-9.42,-0.02,-0.76,-8.87,-2.62,2.80,1.03,2
1623991,9.67,5.47,68.62,-9.42,0.05,-0.61,-8.87,-1.60,2.28,-0.15,2
1623998,9.55,5.47,68.78,-9.42,0.06,-0.69,-8.79,-0.86,1.86,-1.51,2
1624005,9.42,5.47,68.94,-9.42,0.05,-0.67,-8.78,-0.55,1.55,-1.11,2
1624012,9.30,5.47,69.10,-9.42,-0.00,-0.60,-8.84,-0.11,1.21,0.63,2
1624019,9.17,5.47,69.27,-9.42,-0.01,-0.73,-8.95,-0.02,0.96,2.19,2
1624026,9.04,5.47,69.43,-9.42,-0.05,-0.45,-9.04,0.04,0.72,0.81,2
1624033,8.91,5.47,69.60,-9.42,-0.10,-0.56,-8.98,0.20,0.54,-0.73,2
1624040,8.77,5.47,69.76,-9.42,-0.14,-0.66,-8.87,0.03,0.40,-0.95,2
1624047,8.64,5.47,69.91,-9.42,-0.11,-0.59,-8.86,-0.04,0.23,1.05,2
1624054,8.51,5.47,70.06,-9.42,-0.02,-0.68,-8.91,-0.13,0.13,1.88,2
1624061,8.38,5.47,70.21,-9.42,0.00,-0.80,-8.94,-0.40,0.02,0.76,2
1624068,8.25,5.02,70.36,-7.76,-0.07,-0.80,-8.91,-0.56,-0.07,-1.04,2
1624075,8.13,5.02,70.51,-7.76,-0.16,-1.02,-8.82,-0.65,-0.16,-1.04,2
1624082,8.00,5.02,70.64,-7.76,-0.18,-1.00,-8.79,-0.64,-0.15,0.56,2
1624089,7.87,5.02,70.78,-7.76,-0.16,-0.91,-8.81,-0.61,-0.16,1.43,2
1624096,7.74,5.02,70.91,-7.76,-0.13,-0.90,-8.85,-0.66,-0.16,0.57,2
1624103,7.61,5.02,71.04,-7.76,-0.12,-0.79,-8.90,-0.79,-0.17,-1.08,2
1624110,7.49,5.02,71.17,-7.76,-0.12,-0.78,-8.95,-0.91,-0.20,-1.04,2
1624117,7.37,5.02,71.30,-7.76,-0.08,-0.72,-8.93,-1.08,-0.20,0.49,2
1624125,7.25,5.02,71.43,-7.76,-0.05,-0.61,-8.84,-1.20,-0.20,1.05,2
1624132,7.14,5.02,71.55,-7.76,-0.06,-0.50,-8.83,-0.76,-0.21,0.18,2
1624139,7.02,5.02,71.67,-7.76,-0.10,-0.56,-8.88,-0.48,-0.25,-1.04,2
1624146,6.91,5.02,71.80,-7.76,-0.14,-0.51,-8.98,-0.29,-0.27,-0.20,2
1624153,6.79,5.02,71.93,-7.76,-0.14,-0.55,-9.01,-0.14,-0.24,1.14,2
1624160,6.68,5.02,72.05,-7.76,-0.15,-0.57,-8.93,-0.01,-0.18,1.57,2
1624167,6.56,5.02,72.18,-7.76,-0.15,-0.54,-8.86,0.39,-0.11,0.67,2
1624174,6.45,4.71,72.30,-6.60,-0.15,-0.73,-8.84,0.60,-0.05,-0.47,2
1624181,6.34,4.71,72.42,-6.60,-0.15,-0.79,-8.88,0.67,-0.01,0.26,2
1624188,6.23,4.71,72.54,-6.60,-0.14,-0.79,-8.91,0.75,0.07,1.49,2
1624195,6.13,4.71,72.66,-6.60,-0.12,-0.84,-8.90,0.72,0.12,1.78,2
1624202,6.03,4.71,72.79,-6.60,-0.14,-0.79,-8.87,0.60,0.15,0.42,2
1624209,5.92,4.71,72.90,-6.60,-0.16,-0.84,-8.86,0.51,0.15,-0.55,2
1624216,5.82,4.71,73.02,-6.60,-0.16,-0.88,-8.86,0.31,0.18,0.10,2
1624223,5.72,4.71,73.13,-6.60,-0.14,-0.86,-8.88,0.12,0.24,1.25,2
1624230,5.62,4.71,73.24,-6.60,-0.09,-0.78,-8.89,-0.06,0.26,1.31,2
1624237,5.53,4.71,73.35,-6.60,-0.07,-0.79,-8.90,-0.28,0.30,0.07,2
1624271,5.44,4.71,73.46,-6.60,-0.09,-0.71,-8.90,-0.68,0.22,0.36,2
1624278,5.34,2.88,73.57,-4.85,-0.09,-0.73,-8.90,-0.44,0.09,-0.67,2
1624285,5.23,2.88,73.69,-4.85,-0.11,-0.64,-8.88,-0.20,-0.04,-0.13,2
1624292,5.12,2.88,73.81,-4.85,-0.10,-0.69,-8.85,-0.11,-0.12,0.98,2
1624299,5.01,2.88,73.93,-4.85,-0.08,-0.60,-8.89,-0.12,-0.20,1.41,2
1624306,4.90,2.88,74.05,-4.85,-0.07,-0.62,-8.94,-0.07,-0.25,0.49,2
1624313,4.80,2.88,74.17,-4.85,-0.09,-0.75,-8.96,-0.20,-0.28,-0.49,2
1624320,4.70,2.88,74.29,-4.85,-0.13,-0.71,-8.92,-0.26,-0.30,-0.17,2
1624327,4.60,2.88,74.40,-4.85,-0.16,-0.78,-8.85,-0.19,-0.27,0.72,2
1624334,4.49,2.88,74.51,-4.85,-0.15,-0.76,-8.83,-0.20,-0.26,1.21,2
1624341,4.39,2.88,74.61,-4.85,-0.13,-0.73,-8.87,-0.17,-0.17,0.32,2
1624348,4.29,2.88,74.72,-4.85,-0.10,-0.79,-8.90,-0.12,-0.12,-0.24,2
1624355,4.20,2.88,74.82,-4.85,-0.09,-0.84,-8.90,-0.16,-0.08,-0.02,2
1624362,4.11,2.88,74.93,-4.85,-0.10,-0.79,-8.87,-0.18,-0.11,0.96,2
1624369,4.02,2.88,75.03,-4.85,-0.10,-0.76,-8.84,-0.29,-0.11,1.01,2
1624376,3.93,2.88,75.13,-4.85,-0.12,-0.73,-8.86,-0.43,-0.07,0.28,2
1624383,3.84,3.94,75.23,-5.93,-0.13,-0.70,-8.92,-0.49,-0.04,-0.33,2
1624390,3.75,3.94,75.32,-5.93,-0.14,-0.75,-8.95,-0.46,-0.01,-0.15,2
1624397,3.66,3.94,75.42,-5.93,-0.13,-0.67,-8.92,-0.40,0.03,0.73,2
1624404,3.57,3.94,75.51,-5.93,-0.13,-0.62,-8.87,-0.30,0.09,0.76,2
1624411,3.49,3.94,75.60,-5.93,-0.14,-0.64,-8.84,-0.18,0.10,0.28,2
1624418,3.41,3.94,75.69,-5.93,-0.12,-0.65,-8.89,-0.01,0.10,-0.11,2
1624425,3.32,3.94,75.78,-5.93,-0.10,-0.70,-8.93,0.09,0.07,0.32,2
1624432,3.25,3.94,75.87,-5.93,-0.10,-0.71,-8.94,0.10,0.08,0.94,2
1624439,3.17,3.94,75.97,-5.93,-0.13,-0.68,-8.91,0.12,0.09,0.84,2
1624446,3.09,3.94,76.06,-5.93,-0.15,-0.68,-8.87,0.05,0.12,0.31,2
1624453,3.01,3.94,76.14,-5.93,-0.15,-0.73,-8.89,0.02,0.10,-0.14,2
1624460,2.94,3.94,76.22,-5.93,-0.13,-0.77,-8.91,0.11,0.09,0.27,2
1624467,2.86,3.94,76.31,-5.93,-0.11,-0.79,-8.89,0.14,0.09,0.83,2
1624474,2.79,3.94,76.40,-5.93,-0.11,-0.79,-8.85,0.09,0.07,0.80,2
1624481,2.72,3.94,76.48,-5.93,-0.12,-0.78,-8.86,0.02,0.07,0.28,2
1624488,2.65,3.13,76.56,-5.08,-0.13,-0.82,-8.90,-0.10,0.10,-0.10,2
1624495,2.58,3.13,76.64,-5.08,-0.14,-0.79,-8.94,-0.27,0.14,0.33,2
1624502,2.50,3.13,76.72,-5.08,-0.14,-0.77,-8.92,-0.46,0.16,0.68,2
1624509,2.44,3.13,76.79,-5.08,-0.14,-0.74,-8.89,-0.53,0.16,0.57,2
1624516,2.37,3.13,76.86,-5.08,-0.12,-0.69,-8.90,-0.40,0.10,0.05,2
1624523,2.30,3.13,76.94,-5.08,-0.10,-0.70,-8.91,-0.35,0.06,-0.16,2
1624530,2.24,3.13,77.01,-5.08,-0.09,-0.67,-8.91,-0.28,0.05,0.27,2
1624537,2.17,3.13,77.08,-5.08,-0.09,-0.66,-8.90,-0.26,0.04,0.61,2
1624544,2.11,3.13,77.15,-5.08,-0.10,-0.69,-8.91,-0.18,0.05,0.68,2
1624551,2.05,3.13,77.23,-5.08,-0.11,-0.64,-8.91,-0.06,0.09,0.16,2
1624558,1.98,3.13,77.30,-5.08,-0.14,-0.68,-8.90,-0.03,0.08,0.08,2
1624565,1.92,3.13,77.37,-5.08,-0.14,-0.69,-8.89,0.00,0.06,0.38,2
1624572,1.86,3.13,77.44,-5.08,-0.13,-0.71,-8.90,0.11,0.11,0.81,2
1624579,1.80,3.13,77.50,-5.08,-0.10,-0.71,-8.90,0.13,0.10,0.70,2
1624586,1.74,3.13,77.57,-5.08,-0.10,-0.75,-8.89,0.09,0.12,0.30,2
1624593,1.68,2.54,77.64,-4.44,-0.10,-0.76,-8.87,0.03,0.06,0.25,2
1624600,1.63,2.54,77.71,-4.44,-0.10,-0.79,-8.87,0.02,0.05,0.48,2
1624607,1.57,2.54,77.77,-4.44,-0.10,-0.79,-8.88,-0.03,0.05,0.80,2
1624614,1.51,2.54,77.84,-4.44,-0.12,-0.76,-8.90,-0.11,0.05,0.53,2
1624621,1.46,2.54,77.90,-4.44,-0.14,-0.77,-8.91,-0.23,0.00,0.17,2
1624628,1.40,2.54,77.96,-4.44,-0.14,-0.77,-8.90,-0.26,-0.01,0.01,2
1624635,1.35,2.54,78.02,-4.44,-0.13,-0.74,-8.91,-0.22,-0.01,0.30,2
1624642,1.29,2.54,78.08,-4.44,-0.12,-0.72,-8.91,-0.24,0.01,0.50,2
1624649,1.24,2.54,78.14,-4.44,-0.12,-0.71,-8.89,-0.28,0.05,0.41,2
1624656,1.19,2.54,78.20,-4.44,-0.11,-0.69,-8.91,-0.24,0.00,0.23,2
1624663,1.13,2.54,78.26,-4.44,-0.12,-0.70,-8.91,-0.17,0.00,0.06,2
1624670,1.08,2.54,78.31,-4.44,-0.11,-0.67,-8.91,-0.16,-0.02,0.29,2
1624677,1.03,2.54,78.37,-4.44,-0.12,-0.66,-8.89,-0.13,0.00,0.37,2
1624684,0.98,2.54,78.43,-4.44,-0.12,-0.68,-8.89,-0.01,-0.01,0.47,2
1624691,0.93,2.54,78.48,-4.44,-0.13,-0.68,-8.91,0.06,0.02,0.34,2
1624698,0.88,2.13,78.54,-3.96,-0.14,-0.70,-8.91,0.08,0.01,0.37,2
1624732,0.83,2.13,78.59,-3.96,-0.12,-0.78,-8.89,-0.16,0.03,0.30,2
1624739,0.77,2.13,78.65,-3.96,-0.12,-0.79,-8.89,-0.18,0.01,0.37,2
1624746,0.72,2.13,78.72,-3.96,-0.11,-0.78,-8.89,-0.23,0.02,0.49,2
1624753,0.66,2.13,78.78,-3.96,-0.12,-0.76,-8.89,-0.25,0.05,0.34,2
1624760,0.61,2.13,78.84,-3.96,-0.12,-0.75,-8.89,-0.30,-0.01,0.19,2
1624767,0.55,2.13,78.90,-3.96,-0.12,-0.73,-8.90,-0.34,-0.03,0.16,2
1624774,0.50,2.13,78.95,-3.96,-0.12,-0.71,-8.90,-0.29,-0.02,0.27,2
1624781,0.45,2.13,79.01,-3.96,-0.12,-0.69,-8.89,-0.27,0.01,0.41,2
1624788,0.40,2.13,79.07,-3.96,-0.12,-0.67,-8.89,-0.23,0.02,0.44,2
1624795,0.35,2.13,79.12,-3.96,-0.12,-0.66,-8.89,-0.18,-0.01,0.38,2
1624802,0.30,1.55,79.18,-3.27,-0.11,-0.66,-8.89,-0.11,0.00,0.36,2
1624809,0.25,1.55,79.23,-3.27,-0.11,-0.66,-8.89,-0.04,0.01,0.45,2
1624816,0.20,1.55,79.28,-3.27,-0.12,-0.68,-8.89,0.02,0.00,0.56,2
1624823,0.15,1.55,79.34,-3.27,-0.13,-0.70,-8.89,0.09,0.04,0.57,2
1624830,0.11,1.55,79.39,-3.27,-0.12,-0.70,-8.89,0.10,0.06,0.51,2
1624837,0.06,1.55,79.44,-3.27,-0.12,-0.73,-8.90,0.10,0.02,0.44,2
1624844,0.02,1.55,79.49,-3.27,-0.11,-0.76,-8.89,0.09,-0.01,0.44,2
1624851,-0.03,1.55,79.55,-3.27,-0.11,-0.77,-8.88,-0.01,-0.01,0.44,2
1624858,-0.07,1.55,79.60,-3.27,-0.12,-0.78,-8.88,-0.06,-0.01,0.44,2
1624865,-0.11,1.55,79.64,-3.27,-0.12,-0.78,-8.88,-0.13,0.00,0.39,2
1624872,-0.16,1.55,79.69,-3.27,-0.14,-0.78,-8.89,-0.20,-0.03,0.25,2
1624879,-0.20,1.55,79.74,-3.27,-0.14,-0.76,-8.90,-0.25,0.02,0.24,2
1624886,-0.24,1.55,79.78,-3.27,-0.12,-0.75,-8.90,-0.28,0.02,0.33,2
1624893,-0.28,1.55,79.83,-3.27,-0.12,-0.72,-8.91,-0.29,0.03,0.33,2
1624900,-0.32,1.55,79.87,-3.27,-0.13,-0.70,-8.91,-0.27,0.06,0.34,2
1624907,-0.36,1.77,79.91,-3.56,-0.12,-0.69,-8.91,-0.24,0.06,0.28,2
1624914,-0.40,1.77,79.96,-3.56,-0.12,-0.66,-8.91,-0.18,0.07,0.34,2
1624921,-0.44,1.77,80.00,-3.56,-0.12,-0.66,-8.90,-0.11,0.08,0.36,2
1624928,-0.48,1.77,80.04,-3.56,-0.13,-0.66,-8.91,-0.04,0.05,0.46,2
1624935,-0.52,1.77,80.09,-3.56,-0.13,-0.67,-8.91,0.00,0.02,0.49,2
1624942,-0.55,1.77,80.13,-3.56,-0.11,-0.69,-8.91,0.05,0.05,0.44,2
1624949,-0.59,1.77,80.17,-3.56,-0.11,-0.70,-8.91,0.06,0.03,0.36,2
1624956,-0.63,1.77,80.21,-3.56,-0.13,-0.73,-8.90,0.08,0.02,0.45,2
1624963,-0.66,1.77,80.25,-3.56,-0.13,-0.75,-8.89,0.04,0.01,0.51,2
1624970,-0.70,1.77,80.29,-3.56,-0.12,-0.77,-8.89,0.02,-0.01,0.48,2
1624977,-0.73,1.77,80.33,-3.56,-0.12,-0.78,-8.89,-0.01,-0.03,0.38,2
1624984,-0.77,1.77,80.37,-3.56,-0.13,-0.79,-8.89,-0.09,-0.01,0.26,2
1624991,-0.80,1.77,80.41,-3.56,-0.12,-0.79,-8.89,-0.14,-0.01,0.27,2
1624998,-0.83,1.77,80.45,-3.56,-0.12,-0.77,-8.88,-0.21,0.02,0.29,2
1625005,-0.87,1.77,80.48,-3.56,-0.13,-0.75,-8.89,-0.27,0.02,0.31,2
1625012,-0.90,1.45,80.52,-3.21,-0.13,-0.73,-8.89,-0.30,0.03,0.28,2
1625019,-0.93,1.45,80.55,-3.21,-0.12,-0.70,-8.90,-0.29,0.02,0.24,2
1625026,-0.96,1.45,80.58,-3.21,-0.11,-0.69,-8.90,-0.27,0.02,0.24,2
1625033,-0.99,1.45,80.62,-3.21,-0.11,-0.66,-8.90,-0.22,0.04,0.30,2
1625040,-1.02,1.45,80.65,-3.21,-0.12,-0.65,-8.90,-0.15,0.03,0.32,2
1625047,-1.05,1.45,80.69,-3.21,-0.12,-0.65,-8.90,-0.08,0.04,0.35,2
1625054,-1.08,1.45,80.72,-3.21,-0.12,-0.65,-8.90,-0.02,0.06,0.36,2
1625061,-1.11,1.45,80.75,-3.21,-0.11,-0.66,-8.90,0.00,0.05,0.42,2
1625068,-1.14,1.45,80.79,-3.21,-0.11,-0.68,-8.90,0.06,0.03,0.48,2
1625075,-1.17,1.45,80.82,-3.21,-0.11,-0.71,-8.90,0.10,0.05,0.54,2
1625082,-1.20,1.45,80.85,-3.21,-0.11,-0.72,-8.89,0.09,0.05,0.51,2
1625089,-1.23,1.45,80.89,-3.21,-0.11,-0.75,-8.89,0.06,0.04,0.44,2
1625096,-1.25,1.45,80.92,-3.21,-0.10,-0.77,-8.89,0.03,0.05,0.39,2
1625103,-1.28,1.45,80.95,-3.21,-0.10,-0.78,-8.88,-0.02,0.06,0.44,2
1625110,-1.30,1.45,80.98,-3.21,-0.10,-0.79,-8.88,-0.13,0.04,0.47,2
1625117,-1.33,1.18,81.01,-2.94,-0.11,-0.78,-8.87,-0.19,0.04,0.40,2
1625124,-1.36,1.18,81.04,-2.94,-0.11,-0.76,-8.88,-0.26,0.05,0.29,2
1625131,-1.38,1.18,81.07,-2.94,-0.12,-0.72,-8.88,-0.27,0.05,0.24,2
1625138,-1.41,1.18,81.10,-2.94,-0.10,-0.72,-8.88,-0.27,0.02,0.29,2
1625145,-1.43,1.18,81.12,-2.94,-0.10,-0.70,-8.90,-0.24,0.02,0.35,2
1625152,-1.46,1.18,81.15,-2.94,-0.11,-0.68,-8.90,-0.22,0.02,0.34,2
1625189,-1.48,1.18,81.18,-2.94,-0.12,-0.69,-8.89,0.05,0.06,0.54,2
1625196,-1.51,1.18,81.22,-2.94,-0.12,-0.71,-8.89,0.04,0.09,0.46,2
1625203,-1.54,1.18,81.25,-2.94,-0.12,-0.74,-8.90,0.10,0.05,0.41,2
1625210,-1.57,1.18,81.28,-2.94,-0.12,-0.75,-8.90,0.10,0.04,0.44,2
1625217,-1.60,0.74,81.32,-2.44,-0.12,-0.77,-8.89,0.04,0.03,0.47,2
1625224,-1.62,0.74,81.35,-2.44,-0.12,-0.78,-8.89,-0.01,0.03,0.46,2
1625231,-1.65,0.74,81.38,-2.44,-0.12,-0.77,-8.89,-0.09,0.02,0.38,2
1625238,-1.68,0.74,81.41,-2.44,-0.12,-0.77,-8.88,-0.20,-0.01,0.34,2
1625245,-1.71,0.74,81.44,-2.44,-0.12,-0.77,-8.88,-0.24,-0.01,0.31,2
1625252,-1.73,0.74,81.47,-2.44,-0.12,-0.76,-8.88,-0.29,0.00,0.33,2
1625259,-1.76,0.74,81.50,-2.44,-0.12,-0.73,-8.89,-0.31,0.05,0.31,2
1625266,-1.78,0.74,81.53,-2.44,-0.12,-0.71,-8.88,-0.32,0.04,0.28,2
1625273,-1.81,0.74,81.55,-2.44,-0.12,-0.70,-8.88,-0.30,0.03,0.25,2
1625280,-1.83,0.74,81.58,-2.44,-0.11,-0.68,-8.90,-0.24,0.06,0.31,2
1625287,-1.86,0.74,81.60,-2.44,-0.12,-0.67,-8.90,-0.21,0.03,0.34,2
1625294,-1.88,0.74,81.63,-2.44,-0.12,-0.67,-8.90,-0.14,0.02,0.41,2
1625301,-1.91,0.74,81.66,-2.44,-0.13,-0.67,-8.91,-0.11,0.04,0.38,2
1625308,-1.93,0.74,81.68,-2.44,-0.13,-0.69,-8.89,-0.02,0.01,0.33,2
1625315,-1.95,0.74,81.71,-2.44,-0.12,-0.70,-8.89,0.02,0.03,0.37,2
1625322,-1.98,1.05,81.73,-2.74,-0.12,-0.72,-8.88,0.02,0.03,0.41,2
1625329,-2.00,1.05,81.76,-2.74,-0.12,-0.73,-8.88,0.02,0.03,0.44,2
1625336,-2.02,1.05,81.78,-2.74,-0.12,-0.74,-8.89,0.02,0.03,0.42,2
1625343,-2.04,1.05,81.81,-2.74,-0.12,-0.76,-8.89,-0.03,-0.01,0.37,2
1625350,-2.06,1.05,81.83,-2.74,-0.12,-0.77,-8.89,-0.09,0.01,0.32,2
1625357,-2.09,1.05,81.86,-2.74,-0.14,-0.77,-8.90,-0.14,0.00,0.34,2
1625364,-2.11,1.05,81.88,-2.74,-0.13,-0.77,-8.89,-0.17,0.02,0.39,2
1625371,-2.13,1.05,81.90,-2.74,-0.12,-0.76,-8.89,-0.25,0.05,0.38,2
1625378,-2.15,1.05,81.92,-2.74,-0.12,-0.74,-8.90,-0.27,0.05,0.31,2
1625385,-2.17,1.05,81.94,-2.74,-0.12,-0.73,-8.90,-0.27,0.02,0.31,2
1625392,-2.19,1.05,81.96,-2.74,-0.11,-0.71,-8.90,-0.25,0.02,0.34,2
1625399,-2.21,1.05,81.99,-2.74,-0.11,-0.69,-8.91,-0.24,0.02,0.40,2
1625406,-2.22,1.05,82.01,-2.74,-0.11,-0.68,-8.91,-0.18,-0.01,0.40,2
1625413,-2.24,1.05,82.03,-2.74,-0.11,-0.68,-8.91,-0.12,-0.03,0.39,2
1625420,-2.26,1.05,82.05,-2.74,-0.11,-0.68,-8.90,-0.08,-0.01,0.34,2
1625427,-2.28,0.85,82.07,-2.53,-0.11,-0.69,-8.91,-0.04,-0.01,0.40,2
1625434,-2.30,0.85,82.09,-2.53,-0.11,-0.70,-8.91,0.00,0.02,0.42,2
1625441,-2.32,0.85,82.11,-2.53,-0.12,-0.71,-8.91,0.02,0.03,0.52,2
1625448,-2.33,0.85,82.13,-2.53,-0.12,-0.72,-8.90,0.04,0.02,0.47,2
1625455,-2.35,0.85,82.15,-2.53,-0.14,-0.74,-8.90,0.01,0.02,0.40,2
1625462,-2.37,0.85,82.17,-2.53,-0.13,-0.75,-8.91,0.03,0.02,0.46,2
1625469,-2.39,0.85,82.19,-2.53,-0.11,-0.77,-8.91,0.00,0.02,0.47,2
1625476,-2.40,0.85,82.21,-2.53,-0.12,-0.77,-8.91,-0.06,0.04,0.43,2
1625483,-2.42,0.85,82.23,-2.53,-0.13,-0.76,-8.90,-0.11,0.05,0.42,2
1625490,-2.43,0.85,82.25,-2.53,-0.12,-0.77,-8.90,-0.17,0.02,0.38,2
1625497,-2.45,0.85,82.27,-2.53,-0.10,-0.75,-8.91,-0.20,0.03,0.36,2
1625504,-2.46,0.85,82.29,-2.53,-0.11,-0.74,-8.91,-0.20,0.02,0.34,2
1625511,-2.48,0.85,82.30,-2.53,-0.12,-0.73,-8.90,-0.20,0.02,0.33,2
1625518,-2.49,0.85,82.32,-2.53,-0.11,-0.71,-8.90,-0.22,0.05,0.33,2
1625525,-2.51,0.85,82.34,-2.53,-0.11,-0.70,-8.91,-0.21,0.05,0.31,2
1625532,-2.52,0.70,82.35,-2.40,-0.12,-0.68,-8.91,-0.16,0.03,0.32,2
1625539,-2.54,0.70,82.37,-2.40,-0.11,-0.68,-8.91,-0.12,0.05,0.38,2
1625546,-2.55,0.70,82.39,-2.40,-0.11,-0.68,-8.90,-0.07,0.01,0.46,2
1625553,-2.57,0.70,82.40,-2.40,-0.12,-0.68,-8.90,-0.05,0.02,0.44,2
1625560,-2.58,0.70,82.42,-2.40,-0.12,-0.69,-8.91,0.00,0.05,0.47,2
1625567,-2.59,0.70,82.43,-2.40,-0.11,-0.71,-8.91,0.03,0.02,0.45,2
1625574,-2.61,0.70,82.45,-2.40,-0.12,-0.74,-8.91,0.08,0.02,0.47,2
1625581,-2.62,0.70,82.47,-2.40,-0.12,-0.74,-8.91,0.05,0.03,0.43,2
1625588,-2.64,0.70,82.49,-2.40,-0.13,-0.76,-8.90,0.01,0.02,0.40,2
1625595,-2.65,0.70,82.50,-2.40,-0.13,-0.77,-8.90,-0.08,0.02,0.39,2
1625602,-2.66,0.70,82.52,-2.40,-0.13,-0.77,-8.90,-0.14,-0.01,0.37,2
1625609,-2.68,0.70,82.53,-2.40,-0.13,-0.77,-8.90,-0.20,0.00,0.37,2
1625616,-2.69,0.70,82.54,-2.40,-0.12,-0.77,-8.90,-0.24,-0.02,0.40,2
1625650,-2.70,0.53,82.56,-2.20,-0.13,-0.71,-8.91,-0.20,0.02,0.46,2
1625657,-2.72,0.53,82.57,-2.20,-0.13,-0.70,-8.91,-0.15,0.01,0.50,2
1625664,-2.73,0.53,82.58,-2.20,-0.13,-0.69,-8.92,-0.11,0.02,0.45,2
1625671,-2.75,0.53,82.60,-2.20,-0.12,-0.68,-8.91,-0.04,0.02,0.47,2
1625678,-2.76,0.53,82.62,-2.20,-0.12,-0.69,-8.92,0.02,0.02,0.52,2
1625685,-2.78,0.53,82.64,-2.20,-0.12,-0.71,-8.91,0.04,0.02,0.53,2
1625692,-2.79,0.53,82.65,-2.20,-0.12,-0.73,-8.91,0.06,0.03,0.50,2
1625699,-2.80,0.53,82.67,-2.20,-0.13,-0.74,-8.90,0.09,0.02,0.51,2
1625706,-2.82,0.53,82.69,-2.20,-0.12,-0.75,-8.90,0.07,0.02,0.48,2
1625713,-2.83,0.53,82.70,-2.20,-0.13,-0.76,-8.90,0.05,0.02,0.46,2
1625720,-2.84,0.53,82.72,-2.20,-0.13,-0.77,-8.90,-0.01,0.03,0.41,2
1625727,-2.86,0.53,82.73,-2.20,-0.13,-0.78,-8.91,-0.11,0.02,0.41,2
1625734,-2.87,0.53,82.75,-2.20,-0.13,-0.77,-8.91,-0.17,0.02,0.36,2
1625741,-2.88,0.53,82.76,-2.20,-0.12,-0.76,-8.91,-0.23,0.04,0.39,2
1625748,-2.89,0.53,82.77,-2.20,-0.12,-0.74,-8.90,-0.24,0.05,0.35,2
1625755,-2.91,0.60,82.79,-2.27,-0.12,-0.72,-8.90,-0.25,0.04,0.35,2
1625762,-2.92,0.60,82.80,-2.27,-0.12,-0.71,-8.90,-0.24,0.05,0.37,2
1625769,-2.93,0.60,82.81,-2.27,-0.12,-0.69,-8.91,-0.24,0.09,0.37,2
1625776,-2.94,0.60,82.82,-2.27,-0.12,-0.68,-8.91,-0.18,0.09,0.36,2
1625783,-2.95,0.60,82.83,-2.27,-0.12,-0.67,-8.91,-0.13,0.05,0.37,2
1625790,-2.96,0.60,82.85,-2.27,-0.11,-0.67,-8.91,-0.07,0.08,0.39,2
1625797,-2.97,0.60,82.86,-2.27,-0.12,-0.67,-8.91,-0.02,0.09,0.47,2
1625804,-2.98,0.60,82.87,-2.27,-0.12,-0.68,-8.91,-0.02,0.12,0.48,2
1625811,-2.99,0.60,82.89,-2.27,-0.12,-0.71,-8.90,0.04,0.11,0.48,2
1625818,-3.00,0.60,82.90,-2.27,-0.12,-0.73,-8.90,0.03,0.09,0.44,2
1625825,-3.01,0.60,82.91,-2.27,-0.12,-0.75,-8.90,0.05,0.10,0.45,2
1625832,-3.02,0.60,82.92,-2.27,-0.11,-0.77,-8.89,0.01,0.10,0.51,2
1625839,-3.03,0.60,82.94,-2.27,-0.12,-0.77,-8.89,-0.04,0.09,0.49,2
1625846,-3.04,0.60,82.95,-2.27,-0.12,-0.77,-8.89,-0.10,0.06,0.44,2
1625853,-3.05,0.60,82.96,-2.27,-0.12,-0.77,-8.89,-0.17,0.05,0.38,2
1625860,-3.06,0.46,82.97,-2.15,-0.13,-0.77,-8.89,-0.20,0.06,0.34,2
1625867,-3.07,0.46,82.98,-2.15,-0.12,-0.75,-8.89,-0.22,0.09,0.31,2
1625874,-3.08,0.46,82.99,-2.15,-0.11,-0.74,-8.90,-0.23,0.09,0.34,2
1625881,-3.09,0.46,83.00,-2.15,-0.12,-0.72,-8.91,-0.19,0.08,0.29,2
1625888,-3.09,0.46,83.01,-2.15,-0.13,-0.70,-8.90,-0.19,0.05,0.29,2
1625895,-3.10,0.46,83.02,-2.15,-0.12,-0.69,-8.91,-0.17,0.02,0.31,2
