# Simulation 1 (Up to date)
# 459 data points written for 22 variables.
# Simulation warnings:
#   No recovery device defined in the simulation.
#   Large angle of attack encountered (180).
#   Stage began to tumble under thrust.
#   Flight Event occurred after landing:  Ejection charge
#
# Time (s),Total velocity (m/s),Angle of attack (°),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CG location (cm),Stability margin calibers (​),Thrust (N),Pitch moment coefficient (​),Yaw moment coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Simulation time step (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.747,13.301,173.358,1324.712,-0.068,168.334,89.176,5.941e-4,4.784e-5,24.347,-1.442,17.061,-1.115,-2.486e-4,6,28.274,-65.904,180,1.842,14.93,1011.98,0.003
0.749,13.033,169.937,1317.986,-0.048,168.283,89.125,5.94e-4,4.783e-5,24.346,-1.394,17.042,-1.805,-2.219e-4,6,28.274,-62.6,180,1.842,14.929,1011.976,0.003
0.752,12.768,166.476,1308.311,-0.036,168.232,89.074,5.939e-4,4.783e-5,24.345,-1.355,17.023,-2.562,2.689e-4,6,28.274,-59.317,180,1.843,14.929,1011.972,0.003
0.754,12.51,162.979,1295.665,-0.028,168.181,89.023,5.938e-4,4.782e-5,24.345,-1.324,17.004,-3.376,4.643e-4,6,28.274,-56.061,180,1.845,14.929,1011.968,0.003
0.757,12.258,159.447,1280.115,-0.024,168.13,88.972,5.938e-4,4.782e-5,24.344,-1.298,16.984,-4.229,2.491e-4,6,28.274,-52.841,180,1.846,14.929,1011.965,0.003
0.759,12.013,155.886,1261.782,-0.02,168.079,88.921,5.937e-4,4.781e-5,24.344,-1.277,16.965,-5.108,-4.967e-6,6,28.274,-49.663,180,1.848,14.929,1011.961,0.003
0.762,11.778,152.301,1240.847,-0.02,168.028,88.87,5.936e-4,4.781e-5,24.343,-1.26,16.946,-5.999,-1.153e-4,6,28.274,-46.534,180,1.849,14.928,1011.958,0.003
0.764,11.551,148.697,1217.534,-0.017,167.977,88.819,5.935e-4,4.78e-5,24.342,-1.246,16.927,-6.887,6.47e-5,6,28.274,-43.461,180,1.851,14.928,1011.955,0.003
0.767,11.335,145.078,1192.082,-0.016,167.926,88.768,5.935e-4,4.78e-5,24.342,-1.234,16.908,-7.759,2.252e-4,6,28.274,-40.448,180,1.852,14.928,1011.951,0.003
0.769,11.131,141.447,1164.759,-0.015,167.875,88.717,5.934e-4,4.779e-5,24.341,-1.225,16.889,-8.604,4.549e-4,6,28.274,-37.502,180,1.854,14.928,1011.948,0.003
0.772,10.938,137.81,1135.832,-0.014,167.824,88.666,5.933e-4,4.779e-5,24.341,-1.217,16.87,-9.213,4.669e-4,6,28.274,-34.625,180,1.855,14.928,1011.945,0.003
0.774,10.758,134.168,1107.264,-0.015,167.773,88.615,5.932e-4,4.778e-5,24.34,-1.212,16.851,-9.343,-4.545e-4,6,28.274,-31.822,180,1.857,14.927,1011.941,0.003
0.777,10.592,130.521,1079.272,-0.014,167.722,88.564,5.931e-4,4.778e-5,24.339,-1.207,16.832,-9.449,-1.903e-4,6,28.274,-29.089,180,1.858,14.927,1011.938,0.003
0.779,10.44,126.869,1051.981,-0.014,167.671,88.513,5.931e-4,4.777e-5,24.339,-1.203,16.813,-9.533,-3.579e-4,6,28.274,-26.425,180,1.86,14.927,1011.935,0.003
0.782,10.302,123.213,1025.409,-0.014,167.62,88.462,5.93e-4,4.776e-5,24.338,-1.201,16.794,-9.592,3.805e-4,6,28.274,-23.828,180,1.861,14.927,1011.932,0.003
0.784,10.18,119.553,999.552,-0.014,167.569,88.411,5.929e-4,4.776e-5,24.338,-1.199,16.775,-9.624,-3.803e-4,6,28.274,-21.297,180,1.863,14.927,1011.929,0.003
0.787,10.074,115.891,974.41,-0.013,167.518,88.36,5.928e-4,4.775e-5,24.337,-1.198,16.755,-9.627,-2.778e-4,6,28.274,-18.83,180,1.864,14.927,1011.926,0.003
0.789,9.983,112.231,949.98,-0.014,167.467,88.309,5.928e-4,4.775e-5,24.336,-1.198,16.736,-9.604,3.832e-4,6,28.274,-16.424,180,1.865,14.926,1011.923,0.003
0.792,9.908,108.575,926.25,-0.015,167.416,88.258,5.927e-4,4.774e-5,24.336,-1.198,16.717,-9.551,3.503e-4,6,28.274,-14.079,180,1.867,14.926,1011.92,0.003
0.794,9.85,104.928,903.212,-0.016,167.365,88.207,5.926e-4,4.774e-5,24.335,-1.198,16.698,-9.471,-3.564e-4,6,28.274,-11.792,180,1.868,14.926,1011.918,0.003
0.797,9.808,101.295,880.848,-0.014,167.314,88.156,5.925e-4,4.773e-5,24.335,-1.199,16.679,-9.362,-1.253e-4,6,28.274,-9.563,180,1.87,14.926,1011.915,0.003
0.799,9.782,97.681,859.141,-0.014,167.263,88.105,5.924e-4,4.773e-5,24.334,-1.199,16.66,-9.225,-4.883e-4,6,28.274,-7.388,180,1.871,14.926,1011.912,0.003
0.802,9.772,94.087,838.071,-0.015,167.212,88.054,5.924e-4,4.772e-5,24.333,-1.201,16.641,-9.063,1.887e-4,6,28.274,-5.266,180,1.872,14.926,1011.909,0.003
0.804,9.777,90.521,817.618,-0.015,167.161,88.003,5.923e-4,4.772e-5,24.333,-1.202,16.622,-8.877,4.069e-4,6,28.274,-3.197,180,1.872,14.926,1011.906,0.003
0.807,9.798,86.994,797.762,-0.014,167.11,87.952,5.922e-4,4.771e-5,24.332,-1.203,16.603,-8.668,2.242e-4,6,28.274,-1.178,180,1.872,14.925,1011.904,0.003
0.809,9.834,83.512,778.483,-0.014,167.059,87.901,5.921e-4,4.771e-5,24.332,-1.205,16.584,-8.437,-2.166e-4,6,28.274,0.793,180,1.872,14.925,1011.901,0.003
0.812,9.884,80.081,759.757,-0.014,167.008,87.85,5.921e-4,4.77e-5,24.331,-1.206,16.565,-8.19,-2.269e-4,6,28.274,2.715,180,1.872,14.925,1011.898,0.003
0.814,9.948,76.709,741.564,-0.015,166.957,87.799,5.92e-4,4.77e-5,24.33,-1.208,16.545,-7.926,1.725e-4,6,28.274,4.592,180,1.872,14.925,1011.895,0.003
0.817,10.025,73.399,723.887,-0.015,166.906,87.748,5.919e-4,4.769e-5,24.33,-1.21,16.526,-7.65,-1.248e-4,6,28.274,6.424,180,1.872,14.925,1011.892,0.003
0.819,10.114,70.159,706.704,-0.015,166.855,87.697,5.918e-4,4.768e-5,24.329,-1.211,16.507,-7.365,4.107e-5,6,28.274,8.212,180,1.872,14.925,1011.89,0.003
0.822,10.215,66.993,690,-0.016,166.804,87.646,5.918e-4,4.768e-5,24.329,-1.213,16.488,-7.071,2.73e-4,6,28.274,9.957,180,1.872,14.924,1011.887,0.003
0.824,10.327,63.904,673.759,-0.016,166.753,87.595,5.917e-4,4.767e-5,24.328,-1.215,16.469,-6.774,-3.312e-5,6,28.274,11.662,180,1.872,14.924,1011.884,0.003
0.827,10.449,60.896,657.965,-0.017,166.702,87.544,5.916e-4,4.767e-5,24.327,-1.217,16.45,-6.474,4.32e-4,6,28.274,13.327,180,1.872,14.924,1011.881,0.003
0.829,10.581,57.972,642.605,-0.017,166.651,87.493,5.915e-4,4.766e-5,24.327,-1.219,16.431,-6.174,-3.701e-4,6,28.274,14.952,180,1.872,14.924,1011.879,0.003
0.832,10.722,55.134,627.667,-0.018,166.6,87.442,5.914e-4,4.766e-5,24.326,-1.222,16.412,-5.876,-3.717e-4,6,28.274,16.54,180,1.872,14.924,1011.876,0.003
0.834,10.872,52.383,613.144,-0.017,166.549,87.391,5.914e-4,4.765e-5,24.326,-1.224,16.393,-5.582,1.201e-4,6,28.274,18.091,180,1.872,14.924,1011.873,0.003
0.837,11.029,49.719,599.025,-0.017,166.498,87.34,5.913e-4,4.765e-5,24.325,-1.226,16.374,-5.292,-3.982e-4,6,28.274,19.606,180,1.872,14.924,1011.87,0.003
0.839,11.193,47.142,585.302,-0.017,166.447,87.289,5.912e-4,4.764e-5,24.324,-1.229,16.355,-5.009,6.207e-5,6,28.274,21.086,180,1.872,14.923,1011.868,0.003
0.842,11.363,44.653,571.969,-0.018,166.396,87.238,5.911e-4,4.764e-5,24.324,-1.031,16.336,-5.836,2.764e-4,6,28.274,22.533,180,1.872,14.923,1011.865,0.003
0.844,11.537,42.235,555.606,-0.02,166.345,87.187,5.911e-4,4.763e-5,24.323,-1.04,16.316,-5.436,5.549e-5,6,28.274,23.942,180,1.872,14.923,1011.862,0.003
0.847,11.716,39.911,540.419,-0.022,166.294,87.136,5.91e-4,4.763e-5,24.323,-1.049,16.297,-5.057,4.643e-5,6,28.274,25.312,180,1.872,14.923,1011.859,0.003
0.849,11.901,37.678,525.876,-0.021,166.243,87.085,5.909e-4,4.762e-5,24.322,-1.059,16.278,-4.699,-6.772e-5,6,28.274,26.644,180,1.872,14.923,1011.856,0.003
0.852,12.091,35.562,511.957,-0.024,166.192,87.034,5.908e-4,4.761e-5,24.321,-1.069,16.259,-4.363,1.295e-4,6,28.274,27.941,180,1.878,14.923,1011.853,0.003
0.854,12.284,33.541,498.641,-0.025,166.141,86.983,5.907e-4,4.761e-5,24.321,-1.08,16.24,-4.048,3.301e-4,6,28.274,29.205,180,1.887,14.922,1011.85,0.003
0.857,12.482,31.599,485.913,-0.025,166.093,86.935,5.907e-4,4.76e-5,24.32,-1.09,16.223,-3.751,4.857e-4,6,28.274,30.435,180,1.897,14.922,1011.847,0.003
0.859,12.683,29.733,473.75,-0.028,166.045,86.887,5.906e-4,4.76e-5,24.32,-1.102,16.212,-3.472,8.241e-5,6,28.274,31.635,180,1.906,14.922,1011.844,0.003
0.862,12.887,27.94,462.139,-0.027,165.997,86.839,5.905e-4,4.759e-5,24.319,-1.114,16.201,-3.212,-1.97e-4,6,28.274,32.804,180,1.915,14.922,1011.841,0.003
0.864,13.094,26.218,451.067,-0.029,165.949,86.791,5.904e-4,4.759e-5,24.318,-1.126,16.19,-2.967,-7.544e-5,6,28.274,33.946,180,1.924,14.922,1011.838,0.003
0.867,13.303,24.562,440.517,-0.032,165.901,86.743,5.904e-4,4.758e-5,24.318,-1.139,16.179,-2.737,4.948e-5,6,28.274,35.06,180,1.933,14.922,1011.835,0.003
0.869,13.514,22.97,430.475,-0.034,165.853,86.695,5.903e-4,4.758e-5,24.317,-1.152,16.168,-2.523,1.673e-5,6,28.274,36.149,180,1.942,14.921,1011.832,0.003
0.872,13.727,21.438,420.93,-0.033,165.805,86.647,5.902e-4,4.757e-5,24.317,-1.166,16.157,-2.323,9.189e-5,6,28.274,37.213,180,1.952,14.921,1011.829,0.003
0.874,13.942,19.965,411.862,-0.038,165.758,86.6,5.902e-4,4.757e-5,24.316,-1.18,16.146,-2.136,-2.17e-4,6,28.274,38.254,180,1.961,14.921,1011.826,0.003
0.877,14.159,18.547,403.266,-0.039,165.71,86.552,5.901e-4,4.756e-5,24.316,-1.195,16.135,-1.962,-1.197e-4,6,28.274,39.273,180,1.97,14.921,1011.823,0.003
0.879,14.376,17.181,395.126,-0.042,165.662,86.504,5.9e-4,4.756e-5,24.315,-1.21,16.124,-1.798,-4.331e-4,6,28.274,40.271,180,1.979,14.921,1011.819,0.003
0.882,14.595,15.864,387.437,-0.044,165.614,86.456,5.899e-4,4.755e-5,24.314,-1.226,16.113,-1.646,-3.007e-4,6,28.274,41.249,180,1.988,14.921,1011.816,0.003
0.884,14.814,14.595,380.184,-0.045,165.566,86.408,5.899e-4,4.755e-5,24.314,-1.243,16.102,-1.504,-3.966e-4,6,28.274,42.208,180,1.997,14.92,1011.813,0.003
0.887,15.035,13.37,373.353,-0.047,165.518,86.36,5.898e-4,4.754e-5,24.313,-1.26,16.091,-1.372,-1.414e-5,6,28.274,43.15,180,2.007,14.92,1011.809,0.003
0.889,15.256,12.187,366.943,-0.049,165.471,86.313,5.897e-4,4.754e-5,24.313,-1.277,16.08,-1.248,-1.93e-4,6,28.274,44.075,180,2.016,14.92,1011.806,0.003
0.892,15.477,11.043,360.939,-0.057,165.423,86.265,5.896e-4,4.753e-5,24.312,-1.296,16.069,-1.133,2.133e-4,6,28.274,44.985,180,2.025,14.92,1011.802,0.003
0.894,15.699,9.937,355.337,-0.062,165.375,86.217,5.896e-4,4.753e-5,24.312,-1.315,16.058,-1.025,-1.228e-4,6,28.274,45.88,180,2.034,14.92,1011.799,0.003
0.897,15.921,8.866,350.124,-0.066,165.327,86.169,5.895e-4,4.752e-5,24.311,-1.334,16.047,-0.924,3.418e-4,6,28.274,46.762,180,2.043,14.919,1011.795,0.003
0.899,16.143,7.828,345.301,-0.076,165.279,86.121,5.894e-4,4.752e-5,24.31,-1.355,16.036,-0.829,2.187e-4,6,28.274,47.631,180,2.052,14.919,1011.792,0.003
0.902,16.366,6.793,340.856,-0.089,165.231,86.073,5.893e-4,4.751e-5,24.31,-1.376,16.025,-0.738,3.351e-4,6,28.274,48.489,180,2.053,14.919,1011.788,0.003
0.904,16.588,5.777,336.794,-0.103,165.183,86.025,5.893e-4,4.751e-5,24.309,-1.399,16.014,-0.652,1.798e-4,6,28.274,49.336,180,2.049,14.919,1011.785,0.003
0.907,16.817,4.757,333,-0.121,165.134,85.976,5.892e-4,4.75e-5,24.309,-1.424,16.003,-0.57,2.44e-4,6,28.274,50.201,180,2.045,14.919,1011.781,0.003
0.91,17.072,3.657,329.243,-0.158,165.079,85.921,5.891e-4,4.75e-5,24.308,-1.453,15.991,-0.484,1.06e-4,6,28.274,51.151,180,2.041,14.918,1011.776,0.003
0.913,17.362,2.443,325.559,-0.23,165.017,85.859,5.89e-4,4.749e-5,24.307,-1.488,15.978,-0.382,3.56e-4,6,28.274,52.22,180,2.036,14.918,1011.771,0.003
0.917,17.716,1.009,322.768,-0.548,164.94,85.782,5.889e-4,4.748e-5,24.306,-1.533,15.962,-0.149,-2.896e-4,6,28.274,53.515,180,2.031,14.918,1011.765,0.004
0.923,18.245,1.065,-322.758,-0.499,164.825,85.667,5.887e-4,4.747e-5,24.305,-1.531,15.94,0.039,-8.878e-5,6,28.274,55.447,180,2.022,14.917,1011.756,0.006
0.932,19.033,4.021,-320.413,-0.127,164.653,85.495,5.885e-4,4.745e-5,24.303,-1.442,15.907,-0.036,2.605e-4,6,28.274,58.338,180,2.009,14.916,1011.741,0.009
0.941,19.841,6.951,-325.307,-0.078,164.474,85.316,5.882e-4,4.743e-5,24.301,-1.371,15.867,-0.242,-1.148e-4,6,28.274,61.353,180,1.996,14.915,1011.725,0.009
0.946,20.245,8.392,-330.384,-0.059,164.384,85.226,5.88e-4,4.742e-5,24.3,-1.341,15.836,-0.346,8.174e-5,6,28.274,62.903,180,1.989,14.915,1011.716,0.005
0.949,20.513,9.352,-334.872,-0.052,164.323,85.165,5.88e-4,4.742e-5,24.299,-1.323,15.819,-0.417,3.375e-4,6,28.274,63.952,180,1.985,14.915,1011.71,0.003
0.952,20.728,10.122,-339.197,-0.043,164.275,85.117,5.879e-4,4.741e-5,24.298,-1.309,15.806,-0.474,-1.234e-4,6,28.274,64.81,180,1.983,14.914,1011.706,0.003
0.954,20.937,10.879,-344.091,-0.035,164.227,85.069,5.878e-4,4.741e-5,24.298,-1.296,15.795,-0.53,-1.726e-4,6,28.274,65.664,180,1.981,14.914,1011.701,0.003
0.957,21.146,11.639,-349.65,-0.039,164.179,85.021,5.877e-4,4.74e-5,24.297,-1.283,15.784,-0.588,3.608e-4,6,28.274,66.531,179.999,1.979,14.914,1011.696,0.003
0.959,21.353,12.405,-355.914,-0.032,164.131,84.973,5.877e-4,4.74e-5,24.297,-1.271,15.773,-0.645,3.95e-4,6,28.274,67.413,179.999,1.978,14.914,1011.691,0.003
0.962,21.558,13.178,-362.912,-0.037,164.083,84.925,5.876e-4,4.739e-5,24.296,-1.26,15.762,-0.703,-2.841e-4,6,28.274,68.311,179.999,1.976,14.913,1011.686,0.003
0.964,21.762,13.959,-370.686,-0.028,164.035,84.877,5.875e-4,4.739e-5,24.295,-1.248,15.751,-0.762,-3.899e-4,6,28.274,69.228,179.998,1.975,14.913,1011.682,0.003
0.967,21.965,14.752,-379.266,-0.023,163.988,84.83,5.874e-4,4.738e-5,24.295,-1.237,15.741,-0.824,3.581e-4,6,28.274,70.165,179.997,1.973,14.913,1011.677,0.003
0.969,22.166,15.557,-388.701,-0.02,163.94,84.782,5.874e-4,4.738e-5,24.294,-1.227,15.73,-0.885,1.862e-4,6,28.274,71.125,179.997,1.971,14.913,1011.671,0.003
0.972,22.365,16.378,-399.016,-0.024,163.892,84.734,5.873e-4,4.737e-5,24.294,-1.216,15.719,-0.948,-4.768e-4,6,28.274,72.109,179.996,1.97,14.912,1011.666,0.003
0.974,22.562,17.215,-410.271,-0.021,163.844,84.686,5.872e-4,4.737e-5,24.293,-1.206,15.708,-1.013,-3.385e-4,6,28.274,73.121,179.995,1.968,14.912,1011.661,0.003
0.977,22.758,18.072,-422.514,-0.013,163.796,84.638,5.871e-4,4.736e-5,24.292,-1.196,15.697,-1.079,1.685e-4,6,28.274,74.161,179.994,1.966,14.912,1011.656,0.003
0.979,22.951,18.951,-435.778,-0.023,163.748,84.59,5.871e-4,4.736e-5,24.292,-1.187,15.686,-1.147,-3.534e-4,6,28.274,75.234,179.993,1.965,14.911,1011.651,0.003
0.982,23.142,19.854,-450.13,-0.018,163.7,84.542,5.87e-4,4.735e-5,24.291,-1.177,15.675,-1.216,-3.094e-4,6,28.274,76.341,179.992,1.963,14.911,1011.645,0.003
0.984,23.33,20.784,-465.614,-0.013,163.653,84.495,5.869e-4,4.735e-5,24.291,-1.168,15.664,-1.289,1.378e-4,6,28.274,77.486,179.99,1.962,14.911,1011.64,0.003
0.987,23.516,21.744,-482.306,-0.012,163.605,84.447,5.868e-4,4.734e-5,24.29,-1.159,15.653,-1.363,-3.961e-5,6,28.274,78.67,179.988,1.96,14.91,1011.634,0.003
0.989,23.699,22.736,-500.245,-0.012,163.557,84.399,5.868e-4,4.734e-5,24.289,-1.15,15.642,-1.44,3.974e-4,6,28.274,79.898,179.985,1.958,14.91,1011.629,0.003
0.992,23.879,23.763,-519.512,-0.015,163.509,84.351,5.867e-4,4.733e-5,24.289,-1.141,15.631,-1.519,1.732e-4,6,28.274,81.173,179.981,1.957,14.91,1011.623,0.003
0.994,24.056,24.828,-540.174,-0.017,163.461,84.303,5.866e-4,4.733e-5,24.288,-1.132,15.62,-1.601,-9.945e-5,6,28.274,82.497,179.976,1.955,14.91,1011.618,0.003
0.997,24.229,25.935,-562.292,-0.02,163.413,84.255,5.866e-4,4.732e-5,24.288,-1.123,15.609,-1.686,1.652e-5,6,28.274,83.875,179.969,1.954,14.909,1011.612,0.003
0.999,24.399,27.087,-585.948,-0.012,163.365,84.207,5.865e-4,4.732e-5,24.287,-1.114,15.598,-1.775,-1.522e-4,6,28.274,85.31,179.956,1.952,14.909,1011.606,0.003
1.002,24.564,28.279,-611.209,-0.019,163.318,84.16,5.864e-4,4.731e-5,24.287,-1.106,15.587,-1.865,-3.464e-4,6,28.274,86.806,179.93,1.955,14.909,1011.6,0.003
1.004,24.724,29.519,-638.12,-0.018,163.27,84.112,5.863e-4,4.731e-5,24.286,-1.098,15.576,-1.958,-2.554e-4,6,28.274,88.367,179.854,1.959,14.908,1011.594,0.003
1.007,24.88,30.815,-666.777,-0.018,163.222,84.064,5.863e-4,4.73e-5,24.285,-1.089,15.565,-2.055,2.354e-5,6,28.274,89.995,114.779,1.964,14.908,1011.588,0.003
1.009,25.03,32.172,-697.247,-0.02,163.174,84.016,5.862e-4,4.73e-5,24.285,-1.081,15.554,-2.154,-4.526e-4,6,28.274,88.297,0.159,1.968,14.908,1011.582,0.003
1.012,25.175,33.593,-729.595,-0.017,163.126,83.968,5.861e-4,4.729e-5,24.284,-1.073,15.543,-2.257,-4.242e-5,6,28.274,86.514,0.083,1.973,14.907,1011.576,0.003
1.014,25.313,35.084,-763.905,-0.017,163.078,83.92,5.86e-4,4.729e-5,24.284,-1.065,15.532,-2.363,-1.245e-4,6,28.274,84.648,0.057,1.977,14.907,1011.57,0.003
1.017,25.444,36.647,-800.258,-0.022,163.031,83.873,5.86e-4,4.728e-5,24.283,-1.057,15.521,-2.473,-3.878e-4,6,28.274,82.693,0.044,1.981,14.907,1011.564,0.003
1.019,25.568,38.29,-838.707,-0.019,162.983,83.825,5.859e-4,4.728e-5,24.282,-1.05,15.51,-2.584,-2.105e-4,6,28.274,80.645,0.037,1.986,14.906,1011.558,0.003
1.022,25.683,40.015,-879.3,-0.014,162.935,83.777,5.858e-4,4.727e-5,24.282,-1.042,15.499,-2.699,-2.815e-4,6,28.274,78.498,0.031,1.99,14.906,1011.551,0.003
1.024,25.79,41.83,-922.09,-0.022,162.887,83.729,5.857e-4,4.727e-5,24.281,-1.035,15.488,-2.815,-3.633e-4,6,28.274,76.246,0.028,1.995,14.906,1011.545,0.003
1.027,25.886,43.738,-967.103,-0.014,162.839,83.681,5.857e-4,4.726e-5,24.281,-1.027,15.477,-2.931,1.475e-4,6,28.274,73.885,0.025,1.999,14.905,1011.539,0.003
1.029,25.973,45.747,-1014.338,-0.023,162.791,83.633,5.856e-4,4.726e-5,24.28,-1.02,15.466,-3.048,4.625e-4,6,28.274,71.409,0.023,2.004,14.905,1011.532,0.003
1.032,26.048,47.861,-1063.785,-0.025,162.743,83.585,5.855e-4,4.725e-5,24.279,-1.014,15.456,-3.164,2.928e-4,6,28.274,68.812,0.021,2.008,14.904,1011.526,0.003
1.034,26.11,50.086,-1115.393,-0.019,162.696,83.538,5.854e-4,4.725e-5,24.279,-1.007,15.445,-3.277,4.878e-4,6,28.274,66.088,0.02,2.013,14.904,1011.519,0.003
1.037,26.16,52.428,-1169.066,-0.026,162.648,83.49,5.854e-4,4.724e-5,24.278,-1.001,15.434,-3.385,-2.315e-4,6,28.274,63.233,0.018,2.017,14.904,1011.512,0.003
1.039,26.195,54.893,-1224.699,-0.026,162.602,83.444,5.853e-4,4.724e-5,24.278,-0.995,15.424,-3.487,1.535e-4,6,28.274,60.241,0.017,2.022,14.903,1011.506,0.003
1.042,26.216,57.487,-1282.082,-0.017,162.556,83.398,5.852e-4,4.723e-5,24.277,-0.989,15.417,-3.578,-7.527e-5,6,28.274,57.108,0.016,2.026,14.903,1011.499,0.003
1.044,26.22,60.215,-1341.019,-0.024,162.51,83.352,5.852e-4,4.723e-5,24.277,-0.983,15.41,-3.657,2.313e-4,6,28.274,53.83,0.016,2.031,14.903,1011.492,0.003
1.047,26.208,63.082,-1401.173,-0.025,162.464,83.306,5.851e-4,4.722e-5,24.276,-0.978,15.403,-3.721,-3.215e-4,6,28.274,50.402,0.015,2.035,14.902,1011.485,0.003
1.049,26.179,66.094,-1462.178,-0.02,162.418,83.26,5.85e-4,4.722e-5,24.275,-0.974,15.396,-3.764,-4.998e-4,6,28.274,46.823,0.014,2.04,14.902,1011.478,0.003
1.052,26.132,69.27,-1523.622,-0.03,162.372,83.214,5.849e-4,4.721e-5,24.275,-0.97,15.389,-3.785,1.616e-4,6,28.274,43.091,0.014,2.036,14.901,1011.472,0.003
1.054,26.067,72.605,-1585.025,-0.035,162.326,83.168,5.849e-4,4.721e-5,24.274,-0.966,15.381,-3.778,4.906e-4,6,28.274,39.205,0.013,2.029,14.901,1011.465,0.003
1.057,25.983,76.093,-1645.788,-0.031,162.28,83.122,5.848e-4,4.72e-5,24.274,-0.963,15.374,-3.736,-3.15e-4,6,28.274,35.167,0.013,2.022,14.901,1011.458,0.003
1.059,25.882,79.736,-1705.236,-0.027,162.234,83.076,5.847e-4,4.72e-5,24.273,-0.96,15.367,-3.656,-2.064e-4,6,28.274,30.978,0.012,2.014,14.9,1011.451,0.003
1.062,25.762,83.533,-1762.64,-0.03,162.188,83.03,5.847e-4,4.719e-5,24.273,-0.959,15.36,-3.533,-4.812e-4,6,28.274,26.642,0.012,2.007,14.9,1011.444,0.003
1.064,25.626,87.48,-1817.24,-0.023,162.142,82.984,5.846e-4,4.719e-5,24.272,-0.958,15.353,-3.362,4.376e-4,6,28.274,22.167,0.011,2,14.9,1011.437,0.003
1.067,25.474,91.573,-1868.227,-0.023,162.096,82.938,5.845e-4,4.718e-5,24.271,-0.957,15.346,-3.14,-1.011e-5,6,28.274,17.559,0.011,1.993,14.899,1011.43,0.003
1.069,25.307,95.806,-1914.811,-0.027,162.051,82.893,5.845e-4,4.718e-5,24.271,-0.958,15.339,-2.866,-1.693e-4,6,28.274,12.83,0.01,1.986,14.899,1011.424,0.003
1.072,25.126,100.168,-1956.227,-0.023,162.005,82.847,5.844e-4,4.717e-5,24.27,-0.96,15.331,-2.54,3.947e-4,6,28.274,7.99,0.01,1.978,14.898,1011.417,0.003
1.074,24.934,104.648,-1991.783,-0.024,161.959,82.801,5.843e-4,4.717e-5,24.27,-0.963,15.324,-2.164,-2.301e-4,6,28.274,3.054,0.01,1.971,14.898,1011.41,0.003
1.077,24.731,109.232,-2020.867,-0.015,161.913,82.755,5.842e-4,4.716e-5,24.269,-0.967,15.317,-1.742,2.293e-4,6,28.274,-1.963,0.009,1.964,14.898,1011.403,0.003
1.079,24.52,113.904,-2043.009,-0.031,161.867,82.709,5.842e-4,4.716e-5,24.269,-0.973,15.31,-1.278,1.673e-5,6,28.274,-7.045,0.009,1.957,14.897,1011.396,0.003
1.082,24.301,118.646,-2057.875,-0.028,161.821,82.663,5.841e-4,4.716e-5,24.268,-0.98,15.303,-0.782,2.357e-4,6,28.274,-12.172,0.009,1.95,14.897,1011.39,0.003
1.084,24.075,123.441,-2065.302,-0.027,161.775,82.617,5.84e-4,4.715e-5,24.267,-0.989,15.296,-0.265,-6.132e-5,6,28.274,-17.328,0.008,1.942,14.897,1011.383,0.003
1.087,23.844,128.27,-2065.306,-0.034,161.729,82.571,5.84e-4,4.715e-5,24.267,-1.001,15.289,0.266,-2.361e-4,6,28.274,-22.492,0.008,1.935,14.896,1011.377,0.003
1.089,23.608,133.113,-2058.07,-0.036,161.683,82.525,5.839e-4,4.714e-5,24.266,-1.014,15.282,0.797,-2.821e-4,6,28.274,-27.648,0.007,1.928,14.896,1011.37,0.003
1.092,23.368,137.955,-2043.945,-0.037,161.637,82.479,5.838e-4,4.714e-5,24.266,-1.031,15.274,1.317,-4.854e-5,6,28.274,-32.777,0.007,1.921,14.895,1011.364,0.003
1.094,23.124,142.778,-2023.415,-0.047,161.591,82.433,5.837e-4,4.713e-5,24.265,-1.052,15.267,1.816,-3.741e-4,6,28.274,-37.862,0.006,1.914,14.895,1011.357,0.003
1.097,22.875,147.569,-1997.102,-0.051,161.545,82.387,5.837e-4,4.713e-5,24.264,-1.076,15.26,2.285,2.185e-4,6,28.274,-42.889,0.005,1.906,14.895,1011.351,0.003
1.099,22.623,152.315,-1965.681,-0.062,161.499,82.341,5.836e-4,4.712e-5,24.264,-1.106,15.253,2.717,-1.359e-4,6,28.274,-47.843,0.005,1.899,14.894,1011.344,0.003
1.102,22.368,156.984,-1929.937,-0.064,161.454,82.296,5.835e-4,4.712e-5,24.263,-1.143,15.246,2.716,-4.202e-4,6,28.274,-52.714,0.004,1.901,14.894,1011.338,0.003
1.104,22.11,161.598,-1903.335,-0.076,161.408,82.25,5.835e-4,4.711e-5,24.263,-1.188,15.239,1.882,4.721e-4,6,28.274,-57.504,0.003,1.906,14.894,1011.332,0.003
1.107,21.85,166.186,-1885.508,-0.109,161.362,82.204,5.834e-4,4.711e-5,24.262,-1.245,15.232,1.184,2.726e-4,6,28.274,-62.238,0.001,1.911,14.893,1011.326,0.003
