Time (ms),Input x,Output x,Input y,Output y,Accel x (+/- 0.1 m/s^2),Accel y (+/- 0.1 m/s^2),Accel z (+/- 0.1 m/s^2),Gyro x (+/- 0.2 rad/s),Gyro y (+/- 0.2 rad/s),Gyro z (+/- 0.2 rad/s),Flight Phase
322263,86.04,-20.00,2.86,-3.33,9.93,9.45,-9.24,-0.02,0.11,0.29,2
322270,86.06,-20.00,2.83,-3.33,9.92,9.46,-9.24,-0.00,0.11,0.26,2
322277,86.09,-20.00,2.79,-3.40,9.92,9.47,-9.24,-0.02,0.07,0.22,2
322284,86.10,-20.00,2.80,-3.40,9.93,9.46,-9.24,-0.00,0.04,0.24,2
322291,86.11,-20.00,2.78,-3.40,9.93,9.47,-9.24,0.04,0.05,0.27,2
322428,86.15,-20.00,2.76,-3.37,9.93,9.47,-9.25,-0.01,0.08,0.14,2
322435,86.18,-20.00,2.74,-3.37,9.93,9.47,-9.25,0.01,0.09,0.17,2
322442,86.18,-20.00,2.75,-3.37,9.93,9.47,-9.25,0.01,0.08,0.16,2
322449,86.15,-20.00,2.75,-3.37,9.93,9.47,-9.25,0.01,0.08,0.17,2
322456,86.12,-20.00,2.76,-3.37,9.93,9.47,-9.24,0.01,0.08,0.18,2
322463,86.10,-20.00,2.77,-3.37,9.93,9.47,-9.24,-0.01,0.05,0.17,2
322470,86.09,-20.00,2.80,-3.37,9.93,9.46,-9.24,-0.02,0.05,0.17,2
322477,86.11,-20.00,2.78,-3.37,9.93,9.47,-9.24,-0.02,0.06,0.20,2
322484,86.11,-20.00,2.78,-3.37,9.93,9.47,-9.24,-0.02,0.02,0.21,2
322491,86.08,-20.00,2.78,-3.37,9.91,9.47,-9.23,-0.01,0.04,0.20,2
322498,86.11,-20.00,2.77,-3.37,9.92,9.47,-9.24,-0.04,0.05,0.26,2
322505,86.11,-20.00,2.77,-3.37,9.92,9.47,-9.24,-0.04,0.08,0.30,2
322512,86.11,-20.00,2.76,-3.37,9.92,9.47,-9.24,-0.02,0.11,0.26,2
322519,86.09,-20.00,2.80,-3.37,9.93,9.46,-9.24,0.01,0.11,0.26,2
322526,86.12,-20.00,2.80,-3.37,9.93,9.46,-9.25,-0.01,0.11,0.27,2
322533,86.12,-20.00,2.81,-3.44,9.93,9.46,-9.25,-0.00,0.13,0.31,2
322540,86.10,-20.00,2.82,-3.44,9.93,9.46,-9.25,-0.00,0.10,0.29,2
322547,86.07,-20.00,2.86,-3.44,9.93,9.45,-9.25,-0.00,0.11,0.27,2
322554,86.07,-20.00,2.84,-3.44,9.93,9.46,-9.24,-0.01,0.11,0.26,2
322561,86.08,-20.00,2.84,-3.44,9.92,9.46,-9.25,-0.02,0.12,0.33,2
322568,86.12,-20.00,2.81,-3.44,9.93,9.46,-9.25,-0.01,0.13,0.29,2
322575,86.12,-20.00,2.82,-3.44,9.92,9.46,-9.25,0.01,0.13,0.32,2
322582,86.11,-20.00,2.80,-3.44,9.92,9.46,-9.25,-0.03,0.15,0.33,2
322589,86.13,-20.00,2.78,-3.44,9.93,9.47,-9.25,-0.03,0.13,0.35,2
322596,86.12,-20.00,2.78,-3.44,9.93,9.47,-9.24,-0.01,0.10,0.34,2
322603,86.10,-20.00,2.81,-3.44,9.93,9.46,-9.25,-0.01,0.11,0.30,2
322610,86.10,-20.00,2.82,-3.44,9.93,9.46,-9.25,-0.00,0.12,0.29,2
322617,86.13,-20.00,2.82,-3.44,9.93,9.46,-9.25,0.01,0.14,0.25,2
322624,86.11,-20.00,2.84,-3.44,9.92,9.46,-9.25,0.01,0.14,0.23,2
322631,86.12,-20.00,2.86,-3.44,9.91,9.45,-9.26,0.03,0.10,0.25,2
322638,86.12,-20.00,2.85,-3.47,9.91,9.46,-9.26,0.03,0.10,0.23,2
322645,86.11,-20.00,2.86,-3.47,9.92,9.45,-9.26,-0.03,0.10,0.13,2
322652,86.09,-20.00,2.87,-3.47,9.92,9.45,-9.25,-0.03,0.05,0.16,2
322659,86.11,-20.00,2.87,-3.47,9.92,9.45,-9.26,-0.00,0.05,0.19,2
322666,86.08,-20.00,2.88,-3.47,9.92,9.45,-9.25,-0.01,0.04,0.21,2
322673,86.11,-20.00,2.87,-3.47,9.92,9.45,-9.26,0.01,0.05,0.25,2
322680,86.10,-20.00,2.87,-3.47,9.92,9.45,-9.26,0.01,0.08,0.26,2
322687,86.15,-20.00,2.81,-3.47,9.92,9.46,-9.26,0.01,0.10,0.25,2
322694,86.13,-20.00,2.82,-3.47,9.91,9.46,-9.25,0.02,0.11,0.26,2
322701,86.08,-20.00,2.90,-3.47,9.92,9.45,-9.26,0.02,0.05,0.29,2
322708,86.12,-20.00,2.82,-3.47,9.92,9.46,-9.25,0.06,0.06,0.31,2
322715,86.12,-20.00,2.82,-3.47,9.92,9.46,-9.25,0.03,0.06,0.33,2
322722,86.09,-20.00,2.84,-3.47,9.93,9.46,-9.25,0.02,0.05,0.32,2
322729,86.15,-20.00,2.75,-3.47,9.93,9.47,-9.25,0.04,0.08,0.30,2
322736,86.17,-20.00,2.76,-3.47,9.93,9.47,-9.25,0.04,0.05,0.28,2
322743,86.19,-20.00,2.73,-3.30,9.92,9.48,-9.25,0.03,0.10,0.25,2
322750,86.20,-20.00,2.78,-3.30,9.92,9.47,-9.26,0.02,0.09,0.22,2
322757,86.17,-20.00,2.78,-3.30,9.91,9.47,-9.26,0.06,0.08,0.25,2
322764,86.13,-20.00,2.84,-3.30,9.92,9.46,-9.26,0.07,0.12,0.23,2
322771,86.14,-20.00,2.82,-3.30,9.92,9.46,-9.26,0.04,0.11,0.19,2
322778,86.10,-20.00,2.86,-3.30,9.92,9.45,-9.25,-0.01,0.08,0.22,2
322785,86.05,-20.00,2.87,-3.30,9.92,9.45,-9.24,-0.04,0.09,0.22,2
322792,86.17,-20.00,2.72,-3.30,9.92,9.48,-9.25,-0.02,0.06,0.20,2
322799,86.12,-20.00,2.79,-3.30,9.93,9.46,-9.25,-0.01,0.07,0.27,2
322806,86.16,-20.00,2.77,-3.30,9.93,9.47,-9.25,0.03,0.10,0.29,2
322813,86.10,-20.00,2.84,-3.30,9.93,9.46,-9.25,0.02,0.12,0.27,2
322820,86.07,-20.00,2.86,-3.30,9.93,9.45,-9.25,0.03,0.12,0.25,2
322827,86.05,-20.00,2.90,-3.30,9.92,9.45,-9.25,0.03,0.09,0.26,2
322834,86.06,-20.00,2.87,-3.30,9.92,9.45,-9.25,0.01,0.11,0.27,2
322841,86.06,-20.00,2.85,-3.30,9.92,9.46,-9.24,0.03,0.11,0.30,2
322848,86.08,-20.00,2.81,-3.47,9.91,9.46,-9.24,0.01,0.10,0.33,2
322855,86.15,-20.00,2.78,-3.47,9.91,9.47,-9.25,-0.00,0.08,0.22,2
322862,86.17,-20.00,2.76,-3.47,9.92,9.47,-9.25,-0.00,0.09,0.19,2
322869,86.17,-20.00,2.78,-3.47,9.91,9.47,-9.26,0.03,0.09,0.16,2
323007,86.10,-20.00,2.83,-3.45,9.91,9.46,-9.25,0.06,0.13,0.35,2
323014,86.05,-20.00,2.89,-3.45,9.91,9.45,-9.25,0.08,0.12,0.32,2
323021,86.05,-20.00,2.83,-3.45,9.92,9.46,-9.24,0.03,0.10,0.28,2
323028,86.06,-20.00,2.85,-3.45,9.92,9.46,-9.24,0.02,0.08,0.33,2
323035,86.05,-20.00,2.86,-3.45,9.92,9.45,-9.24,0.01,0.08,0.35,2
323042,86.06,-20.00,2.85,-3.45,9.92,9.46,-9.24,-0.02,0.10,0.33,2
323049,86.09,-20.00,2.83,-3.45,9.92,9.46,-9.25,-0.04,0.08,0.30,2
323056,86.12,-20.00,2.81,-3.45,9.91,9.46,-9.25,-0.03,0.08,0.26,2
323063,86.12,-20.00,2.84,-3.45,9.91,9.46,-9.26,-0.00,0.08,0.23,2
323070,86.12,-20.00,2.86,-3.45,9.91,9.46,-9.26,-0.01,0.11,0.20,2
323077,86.10,-20.00,2.89,-3.45,9.91,9.45,-9.26,-0.00,0.12,0.18,2
323084,86.10,-20.00,2.88,-3.45,9.91,9.45,-9.26,-0.01,0.11,0.20,2
323091,86.08,-20.00,2.87,-3.45,9.92,9.45,-9.25,0.01,0.11,0.22,2
323098,86.09,-20.00,2.86,-3.45,9.92,9.45,-9.25,0.01,0.11,0.23,2
323105,86.08,-20.00,2.86,-3.45,9.92,9.45,-9.25,0.01,0.14,0.20,2
323112,86.10,-20.00,2.83,-3.45,9.92,9.46,-9.25,-0.02,0.13,0.24,2
323119,86.10,-20.00,2.83,-3.45,9.92,9.46,-9.25,-0.02,0.10,0.14,2
323126,86.10,-20.00,2.85,-3.45,9.92,9.46,-9.25,-0.00,0.09,0.17,2
323133,86.08,-20.00,2.87,-3.45,9.92,9.45,-9.25,-0.02,0.11,0.17,2
323140,86.09,-20.00,2.86,-3.45,9.92,9.45,-9.25,-0.00,0.08,0.22,2
323147,86.06,-20.00,2.88,-3.45,9.92,9.45,-9.25,-0.02,0.07,0.21,2
323154,86.07,-20.00,2.86,-3.45,9.93,9.45,-9.25,-0.02,0.05,0.21,2
323161,86.09,-20.00,2.85,-3.45,9.92,9.46,-9.25,-0.09,0.05,0.18,2
323168,86.06,-20.00,2.87,-3.45,9.92,9.45,-9.25,-0.07,0.07,0.26,2
323175,86.07,-20.00,2.83,-3.45,9.92,9.46,-9.24,-0.08,0.06,0.23,2
323182,86.11,-20.00,2.78,-3.45,9.92,9.47,-9.24,-0.06,0.08,0.23,2
323189,86.11,-20.00,2.79,-3.45,9.92,9.47,-9.24,-0.05,0.08,0.23,2
323196,86.11,-20.00,2.80,-3.45,9.92,9.46,-9.25,-0.04,0.04,0.24,2
323203,86.12,-20.00,2.80,-3.45,9.91,9.46,-9.25,-0.02,0.05,0.23,2
323210,86.10,-20.00,2.82,-3.45,9.92,9.46,-9.25,-0.02,0.08,0.27,2
323217,86.10,-20.00,2.82,-3.44,9.92,9.46,-9.25,0.01,0.06,0.34,2
323224,86.13,-20.00,2.81,-3.44,9.92,9.46,-9.25,0.02,0.09,0.31,2
323231,86.12,-20.00,2.79,-3.44,9.93,9.47,-9.25,0.06,0.07,0.27,2
323238,86.15,-20.00,2.77,-3.44,9.92,9.47,-9.25,0.03,0.10,0.23,2
323245,86.15,-20.00,2.78,-3.44,9.92,9.47,-9.25,0.01,0.09,0.23,2
323252,86.16,-20.00,2.80,-3.44,9.92,9.46,-9.26,0.04,0.07,0.23,2
323259,86.11,-20.00,2.81,-3.44,9.92,9.46,-9.25,0.02,0.08,0.23,2
323266,86.06,-20.00,2.85,-3.44,9.93,9.46,-9.24,0.04,0.08,0.30,2
323273,86.06,-20.00,2.83,-3.44,9.93,9.46,-9.24,0.03,0.06,0.30,2
323280,86.06,-20.00,2.83,-3.44,9.93,9.46,-9.24,0.03,0.04,0.28,2
323287,86.05,-20.00,2.83,-3.44,9.93,9.46,-9.24,0.04,0.05,0.30,2
323294,86.05,-20.00,2.82,-3.44,9.93,9.46,-9.23,0.04,0.06,0.26,2
323301,86.10,-20.00,2.79,-3.44,9.93,9.47,-9.24,-0.00,0.05,0.26,2
323308,86.10,-20.00,2.80,-3.44,9.92,9.46,-9.24,-0.02,0.07,0.26,2
323315,86.11,-20.00,2.80,-3.44,9.92,9.46,-9.25,-0.01,0.08,0.20,2
323322,86.14,-20.00,2.80,-3.42,9.92,9.46,-9.25,0.01,0.08,0.24,2
323329,86.12,-20.00,2.81,-3.42,9.92,9.46,-9.25,-0.00,0.09,0.20,2
323336,86.14,-20.00,2.82,-3.42,9.92,9.46,-9.26,-0.01,0.11,0.26,2
323343,86.15,-20.00,2.80,-3.42,9.92,9.46,-9.26,0.01,0.11,0.30,2
323350,86.17,-20.00,2.76,-3.42,9.93,9.47,-9.25,0.01,0.10,0.20,2
323357,86.13,-20.00,2.79,-3.42,9.93,9.47,-9.25,-0.01,0.10,0.22,2
323364,86.12,-20.00,2.79,-3.42,9.93,9.47,-9.25,0.01,0.10,0.18,2
323371,86.10,-20.00,2.84,-3.42,9.92,9.46,-9.25,0.03,0.11,0.20,2
323378,86.16,-20.00,2.76,-3.42,9.92,9.47,-9.25,-0.00,0.11,0.23,2
323385,86.13,-20.00,2.78,-3.42,9.92,9.47,-9.25,0.01,0.11,0.24,2
323392,86.15,-20.00,2.74,-3.42,9.93,9.47,-9.24,0.02,0.08,0.21,2
323399,86.12,-20.00,2.76,-3.42,9.92,9.47,-9.24,0.03,0.08,0.20,2
323406,86.09,-20.00,2.84,-3.42,9.92,9.46,-9.25,0.03,0.10,0.24,2
323413,86.13,-20.00,2.77,-3.42,9.92,9.47,-9.25,0.01,0.10,0.23,2
323420,86.07,-20.00,2.88,-3.42,9.92,9.45,-9.25,0.03,0.11,0.31,2
323427,86.12,-20.00,2.80,-3.44,9.92,9.46,-9.25,0.05,0.09,0.26,2
323434,86.11,-20.00,2.81,-3.44,9.92,9.46,-9.25,0.07,0.08,0.30,2
323441,86.15,-20.00,2.75,-3.44,9.92,9.47,-9.25,0.06,0.05,0.32,2
323580,86.14,-20.00,2.80,-3.44,9.92,9.46,-9.25,-0.07,0.07,0.24,2
323587,86.14,-20.00,2.79,-3.44,9.92,9.47,-9.25,-0.07,0.11,0.24,2
323594,86.15,-20.00,2.80,-3.44,9.92,9.46,-9.26,-0.05,0.11,0.21,2
323601,86.12,-20.00,2.81,-3.44,9.91,9.46,-9.25,-0.04,0.09,0.22,2
323608,86.13,-20.00,2.81,-3.44,9.91,9.46,-9.25,-0.06,0.08,0.22,2
323615,86.12,-20.00,2.81,-3.44,9.92,9.46,-9.25,-0.05,0.08,0.20,2
323622,86.12,-20.00,2.80,-3.44,9.93,9.46,-9.25,-0.05,0.10,0.19,2
323629,86.12,-20.00,2.80,-3.44,9.93,9.46,-9.25,-0.05,0.08,0.14,2
323636,86.12,-20.00,2.78,-3.44,9.93,9.47,-9.24,-0.05,0.08,0.16,2
323643,86.14,-20.00,2.78,-3.44,9.94,9.47,-9.25,-0.01,0.05,0.15,2
323650,86.07,-20.00,2.83,-3.44,9.94,9.46,-9.24,-0.01,0.04,0.16,2
323657,86.08,-20.00,2.82,-3.44,9.94,9.46,-9.24,-0.02,0.02,0.20,2
323664,86.08,-20.00,2.83,-3.44,9.93,9.46,-9.24,-0.02,0.02,0.22,2
323671,86.06,-20.00,2.86,-3.44,9.93,9.45,-9.24,0.01,0.03,0.26,2
323678,86.08,-20.00,2.85,-3.44,9.93,9.46,-9.25,-0.00,0.04,0.27,2
323685,86.11,-20.00,2.84,-3.49,9.92,9.46,-9.25,-0.02,0.06,0.29,2
323692,86.10,-20.00,2.82,-3.49,9.92,9.46,-9.25,-0.02,0.08,0.26,2
323699,86.14,-20.00,2.79,-3.49,9.92,9.46,-9.25,-0.02,0.11,0.28,2
323706,86.15,-20.00,2.78,-3.49,9.92,9.47,-9.25,-0.01,0.11,0.26,2
323713,86.11,-20.00,2.81,-3.49,9.92,9.46,-9.25,-0.01,0.11,0.23,2
323720,86.09,-20.00,2.86,-3.49,9.91,9.45,-9.25,-0.00,0.08,0.20,2
323727,86.06,-20.00,2.89,-3.49,9.91,9.45,-9.25,-0.01,0.11,0.20,2
323734,86.07,-20.00,2.86,-3.49,9.92,9.45,-9.25,0.03,0.13,0.21,2
323741,86.10,-20.00,2.82,-3.49,9.91,9.46,-9.25,0.08,0.15,0.29,2
323748,86.07,-20.00,2.89,-3.49,9.92,9.45,-9.25,0.04,0.14,0.26,2
323755,86.11,-20.00,2.81,-3.49,9.92,9.46,-9.25,0.04,0.18,0.22,2
323762,86.13,-20.00,2.82,-3.49,9.92,9.46,-9.25,0.02,0.14,0.23,2
323769,86.11,-20.00,2.84,-3.49,9.93,9.46,-9.25,0.06,0.14,0.24,2
323776,86.09,-20.00,2.84,-3.49,9.92,9.46,-9.25,0.09,0.12,0.28,2
323783,86.12,-20.00,2.81,-3.49,9.92,9.46,-9.25,0.09,0.10,0.32,2
323790,86.08,-20.00,2.85,-3.50,9.93,9.45,-9.25,0.06,0.10,0.27,2
323797,86.14,-20.00,2.78,-3.50,9.92,9.47,-9.25,0.01,0.10,0.29,2
323804,86.11,-20.00,2.82,-3.50,9.93,9.46,-9.25,-0.01,0.12,0.23,2
323811,86.15,-20.00,2.82,-3.50,9.93,9.46,-9.26,0.01,0.10,0.23,2
323818,86.16,-20.00,2.80,-3.50,9.92,9.46,-9.26,0.01,0.11,0.23,2
323825,86.18,-20.00,2.78,-3.50,9.93,9.47,-9.26,-0.00,0.09,0.21,2
323832,86.18,-20.00,2.77,-3.50,9.92,9.47,-9.26,-0.02,0.08,0.14,2
323839,86.15,-20.00,2.80,-3.50,9.92,9.46,-9.26,0.01,0.05,0.20,2
323846,86.18,-20.00,2.78,-3.50,9.91,9.47,-9.26,0.01,0.05,0.18,2
323853,86.19,-20.00,2.78,-3.50,9.91,9.47,-9.26,-0.04,0.05,0.18,2
323860,86.16,-20.00,2.78,-3.50,9.91,9.47,-9.25,-0.01,0.06,0.15,2
323867,86.11,-20.00,2.84,-3.50,9.92,9.46,-9.25,-0.03,0.08,0.15,2
323874,86.12,-20.00,2.82,-3.50,9.91,9.46,-9.25,-0.02,0.10,0.21,2
323881,86.11,-20.00,2.80,-3.50,9.91,9.46,-9.25,-0.02,0.11,0.20,2
323888,86.18,-20.00,2.75,-3.50,9.92,9.47,-9.25,-0.02,0.10,0.23,2
323895,86.14,-20.00,2.79,-3.41,9.92,9.47,-9.25,0.01,0.07,0.25,2
323902,86.19,-20.00,2.74,-3.41,9.92,9.47,-9.25,0.04,0.08,0.25,2
323909,86.14,-20.00,2.82,-3.41,9.92,9.46,-9.26,0.01,0.09,0.26,2
323916,86.22,-20.00,2.72,-3.41,9.92,9.48,-9.26,0.02,0.09,0.24,2
323923,86.16,-20.00,2.78,-3.41,9.92,9.47,-9.25,0.03,0.11,0.28,2
323930,86.17,-20.00,2.75,-3.41,9.92,9.47,-9.25,0.06,0.08,0.31,2
323937,86.14,-20.00,2.81,-3.41,9.92,9.46,-9.25,0.04,0.08,0.29,2
323944,86.13,-20.00,2.82,-3.41,9.92,9.46,-9.25,-0.02,0.08,0.30,2
323951,86.18,-20.00,2.76,-3.41,9.92,9.47,-9.26,0.02,0.07,0.26,2
323958,86.26,-20.00,2.69,-3.41,9.93,9.48,-9.26,-0.00,0.05,0.26,2
323965,86.23,-20.00,2.74,-3.41,9.92,9.48,-9.26,-0.03,0.05,0.13,2
323972,86.19,-20.00,2.81,-3.41,9.92,9.46,-9.27,-0.01,0.02,0.14,2
323979,86.23,-20.00,2.76,-3.41,9.91,9.47,-9.27,-0.07,0.04,0.10,2
323986,86.14,-20.00,2.87,-3.41,9.92,9.45,-9.27,-0.05,0.03,0.10,2
323993,86.22,-20.00,2.77,-3.41,9.92,9.47,-9.27,-0.05,0.05,0.12,2
324000,86.18,-20.00,2.79,-3.45,9.92,9.47,-9.26,-0.01,0.07,0.24,2
324007,86.22,-20.00,2.72,-3.45,9.91,9.48,-9.26,-0.02,0.08,0.20,2
324014,86.16,-20.00,2.78,-3.45,9.92,9.47,-9.25,-0.00,0.11,0.20,2
324021,86.18,-20.00,2.74,-3.45,9.92,9.47,-9.25,-0.02,0.11,0.14,2
324155,86.15,-20.00,2.81,-3.48,9.91,9.46,-9.26,-0.05,0.09,0.14,2
324162,86.13,-20.00,2.83,-3.48,9.91,9.46,-9.26,-0.11,0.09,0.10,2
324169,86.11,-20.00,2.85,-3.48,9.92,9.46,-9.26,-0.09,0.08,0.14,2
324176,86.09,-20.00,2.86,-3.48,9.93,9.45,-9.25,-0.07,0.11,0.14,2
324183,86.09,-20.00,2.86,-3.48,9.93,9.45,-9.25,-0.01,0.11,0.23,2
324190,86.10,-20.00,2.88,-3.48,9.93,9.45,-9.26,0.02,0.11,0.25,2
324197,86.14,-20.00,2.84,-3.48,9.93,9.46,-9.26,0.03,0.12,0.25,2
324204,86.12,-20.00,2.85,-3.48,9.92,9.46,-9.26,0.02,0.11,0.20,2
324211,86.13,-20.00,2.84,-3.48,9.92,9.46,-9.26,0.03,0.11,0.25,2
324218,86.08,-20.00,2.88,-3.48,9.92,9.45,-9.25,0.02,0.11,0.25,2
324225,86.11,-20.00,2.88,-3.48,9.92,9.45,-9.26,0.04,0.10,0.26,2
324232,86.11,-20.00,2.88,-3.48,9.92,9.45,-9.26,0.05,0.09,0.23,2
324239,86.13,-20.00,2.87,-3.48,9.92,9.45,-9.26,0.03,0.06,0.19,2
324246,86.14,-20.00,2.86,-3.48,9.91,9.45,-9.26,-0.03,0.05,0.17,2
324253,86.16,-20.00,2.82,-3.48,9.91,9.46,-9.26,-0.02,0.05,0.17,2
324260,86.15,-20.00,2.84,-3.51,9.92,9.46,-9.26,-0.00,0.08,0.19,2
324267,86.14,-20.00,2.86,-3.51,9.92,9.45,-9.27,0.01,0.08,0.26,2
324274,86.13,-20.00,2.86,-3.51,9.92,9.45,-9.26,0.03,0.09,0.26,2
324281,86.15,-20.00,2.86,-3.51,9.92,9.45,-9.27,0.01,0.11,0.25,2
324288,86.17,-20.00,2.81,-3.51,9.92,9.46,-9.26,0.02,0.12,0.22,2
324295,86.14,-20.00,2.83,-3.51,9.92,9.46,-9.26,0.01,0.14,0.23,2
324302,86.14,-20.00,2.83,-3.51,9.93,9.46,-9.26,0.05,0.13,0.24,2
324309,86.15,-20.00,2.80,-3.51,9.92,9.46,-9.26,0.04,0.09,0.26,2
324316,86.12,-20.00,2.82,-3.51,9.92,9.46,-9.25,0.04,0.11,0.25,2
324323,86.09,-20.00,2.86,-3.51,9.92,9.45,-9.25,0.01,0.13,0.28,2
324330,86.12,-20.00,2.83,-3.51,9.92,9.46,-9.25,-0.00,0.13,0.28,2
324337,86.11,-20.00,2.85,-3.51,9.92,9.46,-9.25,0.01,0.09,0.26,2
324344,86.10,-20.00,2.87,-3.51,9.92,9.45,-9.26,0.07,0.09,0.33,2
324351,86.06,-20.00,2.91,-3.51,9.92,9.45,-9.25,0.07,0.11,0.32,2
324358,86.06,-20.00,2.93,-3.51,9.92,9.44,-9.26,0.06,0.11,0.39,2
324365,86.08,-20.00,2.92,-3.60,9.92,9.44,-9.26,0.06,0.10,0.43,2
324372,86.10,-20.00,2.89,-3.60,9.92,9.45,-9.26,0.03,0.09,0.35,2
324379,86.11,-20.00,2.87,-3.60,9.91,9.45,-9.26,0.01,0.07,0.34,2
324386,86.12,-20.00,2.87,-3.60,9.91,9.45,-9.26,0.05,0.08,0.40,2
324393,86.12,-20.00,2.85,-3.60,9.90,9.46,-9.26,0.07,0.07,0.39,2
324400,86.16,-20.00,2.82,-3.60,9.91,9.46,-9.26,0.07,0.09,0.39,2
324407,86.17,-20.00,2.82,-3.60,9.90,9.46,-9.26,0.08,0.10,0.40,2
324414,86.14,-20.00,2.82,-3.60,9.90,9.46,-9.26,0.05,0.10,0.34,2
324421,86.14,-20.00,2.83,-3.60,9.90,9.46,-9.26,0.06,0.15,0.33,2
324428,86.16,-20.00,2.85,-3.60,9.91,9.46,-9.27,0.06,0.15,0.30,2
324435,86.17,-20.00,2.84,-3.60,9.91,9.46,-9.27,0.08,0.15,0.28,2
324442,86.14,-20.00,2.86,-3.60,9.92,9.45,-9.26,0.06,0.12,0.25,2
324449,86.16,-20.00,2.84,-3.60,9.92,9.46,-9.26,0.06,0.15,0.22,2
324456,86.12,-20.00,2.85,-3.60,9.93,9.46,-9.26,0.01,0.14,0.19,2
324463,86.15,-20.00,2.83,-3.60,9.92,9.46,-9.26,-0.00,0.11,0.12,2
324470,86.13,-20.00,2.83,-3.44,9.93,9.46,-9.26,-0.02,0.11,0.20,2
324477,86.13,-20.00,2.80,-3.44,9.92,9.46,-9.25,-0.05,0.09,0.23,2
324484,86.13,-20.00,2.82,-3.44,9.93,9.46,-9.25,-0.02,0.07,0.32,2
324491,86.11,-20.00,2.82,-3.44,9.92,9.46,-9.25,-0.03,0.05,0.41,2
324498,86.13,-20.00,2.82,-3.44,9.92,9.46,-9.26,-0.01,0.05,0.34,2
324505,86.14,-20.00,2.82,-3.44,9.91,9.46,-9.26,0.01,0.05,0.31,2
324512,86.14,-20.00,2.82,-3.44,9.91,9.46,-9.26,0.01,0.03,0.30,2
324519,86.16,-20.00,2.78,-3.44,9.91,9.47,-9.26,0.02,0.06,0.28,2
324526,86.14,-20.00,2.81,-3.44,9.91,9.46,-9.25,0.01,0.11,0.26,2
324533,86.13,-20.00,2.80,-3.44,9.91,9.46,-9.25,-0.00,0.10,0.26,2
324540,86.10,-20.00,2.81,-3.44,9.91,9.46,-9.25,0.01,0.11,0.23,2
324547,86.09,-20.00,2.85,-3.44,9.91,9.46,-9.25,0.03,0.11,0.32,2
324554,86.09,-20.00,2.84,-3.44,9.91,9.46,-9.25,0.05,0.12,0.27,2
324561,86.09,-20.00,2.85,-3.44,9.92,9.46,-9.25,0.11,0.10,0.32,2
324568,86.08,-20.00,2.85,-3.44,9.92,9.46,-9.25,0.08,0.10,0.25,2
324575,86.09,-20.00,2.84,-3.51,9.93,9.46,-9.25,0.04,0.08,0.33,2
324582,86.08,-20.00,2.83,-3.51,9.93,9.46,-9.24,0.03,0.07,0.33,2
324589,86.10,-20.00,2.84,-3.51,9.94,9.46,-9.25,0.01,0.06,0.34,2
324596,86.11,-20.00,2.85,-3.51,9.93,9.46,-9.25,0.04,0.04,0.31,2
324734,86.13,-20.00,2.81,-3.47,9.93,9.46,-9.25,0.06,0.06,0.25,2
324741,86.16,-20.00,2.82,-3.47,9.94,9.46,-9.26,0.03,0.06,0.26,2
324748,86.19,-20.00,2.79,-3.47,9.93,9.47,-9.26,-0.00,0.02,0.29,2
324755,86.16,-20.00,2.79,-3.47,9.93,9.46,-9.26,0.01,0.02,0.33,2
324762,86.15,-20.00,2.79,-3.47,9.93,9.47,-9.25,0.02,0.02,0.33,2
324769,86.14,-20.00,2.79,-3.47,9.93,9.46,-9.25,0.02,0.02,0.37,2
324776,86.13,-20.00,2.78,-3.47,9.92,9.47,-9.25,0.04,-0.01,0.33,2
324783,86.12,-20.00,2.82,-3.47,9.92,9.46,-9.25,0.02,-0.03,0.27,2
324790,86.10,-20.00,2.86,-3.47,9.91,9.45,-9.25,0.04,0.01,0.30,2
324797,86.06,-20.00,2.89,-3.47,9.91,9.45,-9.25,0.06,0.02,0.29,2
324804,86.10,-20.00,2.86,-3.47,9.91,9.45,-9.25,0.04,0.04,0.23,2
324811,86.08,-20.00,2.85,-3.47,9.91,9.46,-9.25,0.02,0.06,0.18,2
324818,86.10,-20.00,2.85,-3.47,9.91,9.46,-9.25,0.02,0.11,0.20,2
324825,86.12,-20.00,2.83,-3.47,9.92,9.46,-9.25,0.01,0.14,0.20,2
324832,86.12,-20.00,2.84,-3.47,9.93,9.46,-9.26,-0.02,0.13,0.18,2
324839,86.15,-20.00,2.81,-3.49,9.93,9.46,-9.26,-0.00,0.11,0.19,2
324846,86.16,-20.00,2.82,-3.49,9.93,9.46,-9.26,-0.02,0.10,0.20,2
324853,86.13,-20.00,2.83,-3.49,9.93,9.46,-9.26,-0.01,0.12,0.16,2
324860,86.11,-20.00,2.87,-3.49,9.94,9.45,-9.26,-0.04,0.10,0.20,2
324867,86.08,-20.00,2.90,-3.49,9.93,9.45,-9.26,-0.02,0.07,0.18,2
324874,86.10,-20.00,2.87,-3.49,9.93,9.45,-9.26,0.04,0.06,0.30,2
324881,86.11,-20.00,2.89,-3.49,9.93,9.45,-9.26,0.01,0.03,0.33,2
324888,86.11,-20.00,2.88,-3.49,9.93,9.45,-9.26,-0.02,0.02,0.28,2
324895,86.13,-20.00,2.86,-3.49,9.92,9.45,-9.26,-0.03,0.03,0.30,2
324902,86.11,-20.00,2.85,-3.49,9.92,9.46,-9.26,-0.01,0.04,0.39,2
