Time (ms),Input x,Output x,Input y,Output y,Accel x (+/- 0.1 m/s^2),Accel y (+/- 0.1 m/s^2),Accel z (+/- 0.1 m/s^2),Gyro x (+/- 0.2 rad/s),Gyro y (+/- 0.2 rad/s),Gyro z (+/- 0.2 rad/s),Flight Phase
0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
249192,10.20,-13.23,-34.16,20.00,1.96,15.38,-1.87,0.11,-0.07,0.36,2
249199,10.17,-13.23,-34.12,20.00,1.95,15.37,-1.87,0.08,-0.06,0.41,2
249206,10.13,-13.23,-34.13,20.00,1.95,15.37,-1.87,0.04,-0.05,0.41,2
249213,10.12,-13.23,-34.11,20.00,1.95,15.37,-1.86,0.01,-0.03,0.39,2
249220,10.14,-13.23,-34.09,20.00,1.95,15.37,-1.86,-0.00,-0.03,0.37,2
249227,10.19,-13.23,-34.08,20.00,1.96,15.37,-1.86,-0.02,0.00,0.35,2
249234,10.26,-13.23,-34.09,20.00,1.97,15.37,-1.87,-0.02,-0.01,0.33,2
249241,10.24,-13.23,-34.00,20.00,1.97,15.35,-1.86,-0.05,0.00,0.30,2
249248,10.08,-13.23,-34.10,20.00,1.94,15.37,-1.86,-0.00,0.02,0.33,2
249255,10.07,-13.23,-34.08,20.00,1.94,15.37,-1.86,-0.02,0.03,0.23,2
249262,10.18,-13.23,-34.06,20.00,1.96,15.37,-1.86,-0.05,0.04,0.20,2
249269,10.25,-13.23,-34.12,20.00,1.97,15.37,-1.87,-0.04,0.05,0.22,2
249276,10.27,-13.23,-34.18,20.00,1.97,15.38,-1.88,-0.07,0.05,0.23,2
249283,10.22,-13.23,-34.24,20.00,1.96,15.39,-1.87,-0.16,0.00,0.15,2
249290,9.99,-13.23,-34.01,20.00,1.92,15.35,-1.87,-0.18,0.05,0.24,2
249297,9.71,-7.05,-33.93,20.00,1.87,15.33,-1.86,-0.18,0.11,0.01,2
249304,10.10,-7.05,-33.69,20.00,1.94,15.29,-1.86,-0.30,0.23,-0.30,2
249311,10.31,-7.05,-33.91,20.00,1.97,15.32,-1.88,-0.38,0.34,-0.32,2
249318,10.47,-7.05,-34.31,20.00,2.01,15.41,-1.88,-0.47,0.42,-0.17,2
249325,10.13,-7.05,-34.37,20.00,1.95,15.42,-1.88,-0.48,0.49,-0.08,2
249332,10.04,-7.05,-34.30,20.00,1.94,15.42,-1.84,-0.57,0.44,-0.11,2
249339,10.20,-7.05,-33.69,20.00,1.97,15.33,-1.80,-0.62,0.41,-0.09,2
249346,9.97,-7.05,-33.52,20.00,1.92,15.30,-1.79,-0.70,0.37,0.08,2
249353,10.17,-7.05,-33.26,20.00,1.95,15.24,-1.81,-0.70,0.34,-0.05,2
249360,9.74,-7.05,-35.55,20.00,1.91,15.68,-1.84,-0.63,0.40,-0.11,2
249367,10.80,-7.05,-34.12,20.00,2.07,15.41,-1.84,-0.66,0.52,-0.18,2
249374,10.39,-7.05,-33.42,20.00,1.98,15.25,-1.84,-0.54,0.44,0.03,2
249381,9.85,-7.05,-34.68,20.00,1.91,15.47,-1.88,-0.39,0.60,-0.35,2
249388,9.58,-7.05,-33.40,20.00,1.83,15.19,-1.90,-0.54,0.63,-0.12,2
249395,9.52,-7.05,-34.62,20.00,1.84,15.43,-1.91,-0.31,0.70,-0.38,2
249402,9.78,-7.41,-34.19,20.00,1.88,15.34,-1.92,-0.35,0.93,-0.62,2
249409,10.27,-7.41,-34.18,20.00,1.97,15.36,-1.90,-0.24,1.02,-0.54,2
249416,10.04,-7.41,-34.43,20.00,1.94,15.43,-1.87,-0.04,1.21,-0.27,2
249423,9.55,-7.41,-34.21,20.00,1.86,15.41,-1.82,0.08,1.30,-0.41,2
249430,9.25,-7.41,-34.19,20.00,1.82,15.44,-1.76,0.12,1.57,-0.62,2
249437,9.94,-7.41,-33.63,20.00,1.94,15.38,-1.69,0.10,1.79,-0.88,2
249444,9.96,-7.41,-33.84,20.00,1.95,15.44,-1.68,-0.01,1.93,-0.79,2
249451,10.00,-7.41,-33.85,20.00,1.96,15.44,-1.68,-0.11,1.96,-0.74,2
249458,9.51,-7.41,-33.92,20.00,1.88,15.46,-1.66,-0.25,2.03,-0.70,2
249465,9.76,-7.41,-34.65,20.00,1.91,15.52,-1.79,-0.13,2.13,-1.02,2
249472,10.24,-7.41,-34.89,20.00,1.98,15.53,-1.88,0.12,2.24,-0.76,2
249479,10.17,-7.41,-33.99,20.00,1.95,15.34,-1.87,0.16,2.18,-0.61,2
249486,9.65,-7.41,-33.91,20.00,1.86,15.33,-1.85,0.01,2.18,-0.74,2
249493,9.07,-7.41,-33.28,20.00,1.77,15.24,-1.77,0.10,2.25,-1.35,2
249500,9.33,-7.41,-32.50,20.00,1.80,15.09,-1.76,-0.56,2.23,-1.96,2
249507,9.94,-7.59,-33.25,20.00,1.92,15.27,-1.75,-0.79,2.27,-1.79,2
249514,9.78,-7.59,-33.49,20.00,1.90,15.31,-1.75,-0.91,2.35,-1.37,2
249521,9.51,-7.59,-34.26,20.00,1.87,15.48,-1.73,-1.21,2.43,-1.48,2
249528,9.37,-7.59,-34.16,20.00,1.85,15.47,-1.71,-1.30,2.58,-2.38,2
249535,8.73,-7.59,-33.92,20.00,1.74,15.44,-1.66,-1.19,2.88,-2.76,2
249542,8.75,-7.59,-33.50,20.00,1.75,15.41,-1.57,-1.89,3.27,-2.71,2
249549,8.70,-7.59,-32.93,20.00,1.74,15.32,-1.52,-1.58,3.62,-2.53,2
249556,8.55,-7.59,-33.10,20.00,1.72,15.35,-1.52,-2.02,3.90,-2.91,2
249563,7.95,-7.59,-33.11,20.00,1.60,15.30,-1.59,-1.89,4.43,-4.10,2
249570,7.93,-7.59,-33.48,20.00,1.60,15.35,-1.64,-2.54,5.14,-3.80,2
249577,7.68,-7.59,-33.73,20.00,1.55,15.36,-1.68,-3.01,5.91,-3.82,2
249584,7.75,-7.59,-33.61,20.00,1.54,15.27,-1.79,-2.98,6.60,-4.08,2
249591,7.45,-7.59,-33.86,20.00,1.48,15.25,-1.88,-2.84,7.35,-4.50,2
249598,7.84,-7.59,-33.61,20.00,1.53,15.15,-1.96,-3.11,7.92,-6.33,2
249605,7.42,-7.59,-33.60,20.00,1.44,15.08,-2.05,-3.13,8.83,-6.56,2
249612,6.89,-3.57,-33.24,20.00,1.37,15.07,-1.96,-2.45,9.83,-6.66,2
249751,2.17,0.89,-32.43,20.00,0.60,15.00,-1.75,-5.28,33.79,-30.24,2
249758,1.82,0.89,-33.29,20.00,0.55,15.19,-1.70,-3.01,35.14,-30.24,2
249765,-0.38,0.89,-33.90,20.00,0.18,15.29,-1.74,-0.33,37.00,-33.69,2
249772,-1.45,0.89,-32.82,20.00,-0.00,15.22,-1.52,1.73,38.80,-35.23,2
249779,-0.66,0.89,-33.81,20.00,0.13,15.41,-1.53,-0.53,40.25,-34.08,2
249786,0.17,0.89,-33.09,20.00,0.27,15.25,-1.54,-1.38,41.46,-33.72,2
249793,-0.50,0.89,-32.97,20.00,0.16,15.19,-1.60,-5.10,43.24,-32.03,2
249800,-0.45,0.89,-31.49,20.00,0.17,15.02,-1.40,-3.64,44.40,-33.71,2
249807,1.20,0.89,-30.65,20.00,0.45,14.86,-1.40,-7.34,45.56,-31.39,2
249814,1.17,0.89,-32.77,20.00,0.44,15.19,-1.54,-8.61,46.62,-31.46,2
249821,1.06,0.89,-31.70,20.00,0.42,14.88,-1.70,-10.52,47.07,-33.07,2
249828,-0.54,0.89,-32.32,20.00,0.16,14.94,-1.80,-7.98,47.91,-31.73,2
249835,0.29,0.89,-31.70,20.00,0.29,14.89,-1.68,-8.17,48.30,-33.37,2
249842,1.64,0.89,-30.50,20.00,0.51,14.66,-1.69,-9.49,48.67,-34.27,2
249849,0.50,0.89,-31.79,20.00,0.32,14.67,-2.07,-11.02,49.03,-34.74,2
249856,0.40,0.60,-30.77,20.00,0.30,14.31,-2.37,-8.55,48.98,-34.46,2
249863,-0.63,0.60,-33.72,20.00,0.15,14.57,-2.75,-9.06,48.40,-34.01,2
249870,-0.78,0.60,-35.04,20.00,0.13,14.58,-3.08,-10.26,48.56,-33.79,2
249877,1.46,0.60,-33.49,20.00,0.45,14.29,-3.13,-11.77,48.33,-32.76,2
249884,-0.18,0.60,-33.09,20.00,0.22,14.31,-3.00,-10.92,48.75,-30.99,2
249891,0.42,0.60,-30.81,20.00,0.30,13.98,-2.93,-10.29,49.15,-31.26,2
249898,-1.00,0.60,-31.12,20.00,0.10,14.21,-2.63,-10.50,48.82,-31.16,2
249905,-2.08,0.60,-29.81,20.00,-0.07,14.26,-2.16,-11.45,48.42,-31.56,2
249912,-2.77,0.60,-29.99,20.00,-0.20,14.51,-1.79,-12.64,48.60,-30.74,2
249919,-1.95,0.60,-31.98,20.00,-0.08,15.04,-1.54,-13.44,48.11,-32.14,2
249926,-3.27,0.60,-32.38,20.00,-0.34,15.39,-1.13,-12.35,48.32,-30.31,2
249933,-4.40,0.60,-32.62,20.00,-0.57,15.68,-0.76,-12.50,48.22,-29.34,2
249940,-5.08,0.60,-32.07,20.00,-0.72,15.70,-0.56,-11.77,48.17,-27.70,2
249947,-5.79,0.60,-31.39,20.00,-0.86,15.64,-0.42,-12.50,48.20,-26.80,2
249954,-6.96,0.60,-30.56,20.00,-1.09,15.53,-0.32,-14.36,47.94,-28.50,2
249961,-7.24,9.54,-30.61,20.00,-1.11,15.39,-0.58,-15.10,48.03,-29.41,2
249968,-6.92,9.54,-30.58,20.00,-1.01,15.24,-0.83,-13.67,48.23,-30.13,2
249975,-6.77,9.54,-30.82,20.00,-0.96,15.17,-1.02,-14.08,47.99,-29.05,2
249982,-7.42,9.54,-30.18,20.00,-1.04,14.95,-1.18,-14.25,47.82,-27.17,2
249989,-7.27,9.54,-30.63,20.00,-0.98,14.88,-1.45,-13.21,47.60,-27.38,2
249996,-6.50,9.54,-29.14,20.00,-0.81,14.48,-1.62,-14.37,47.33,-27.17,2
250003,-6.33,9.54,-28.62,20.00,-0.73,14.18,-1.99,-14.29,47.07,-27.13,2
250010,-7.03,9.54,-28.16,20.00,-0.82,14.05,-2.09,-15.18,46.78,-28.22,2
250017,-6.89,9.54,-30.01,20.00,-0.79,14.26,-2.30,-15.66,46.29,-26.60,2
250024,-6.50,9.54,-29.88,20.00,-0.77,14.39,-2.02,-17.51,45.78,-25.68,2
250031,-6.66,9.54,-30.84,20.00,-0.82,14.64,-1.90,-17.56,44.98,-24.98,2
250038,-7.72,9.54,-30.04,20.00,-1.03,14.68,-1.59,-16.90,44.08,-24.71,2
250045,-8.00,9.54,-30.06,20.00,-1.13,14.88,-1.28,-16.91,43.10,-24.59,2
250052,-9.14,9.54,-30.24,20.00,-1.39,15.13,-0.94,-16.60,41.99,-25.06,2
250059,-9.32,9.54,-29.30,20.00,-1.43,14.99,-0.85,-16.07,40.62,-23.94,2
250066,-10.03,9.00,-28.74,20.00,-1.59,15.00,-0.66,-15.79,39.51,-24.68,2
250073,-11.14,9.00,-28.51,20.00,-1.79,14.97,-0.67,-15.35,38.10,-23.29,2
250080,-11.39,9.00,-29.69,20.00,-1.83,15.15,-0.81,-14.31,36.84,-22.23,2
250087,-11.61,9.00,-29.28,20.00,-1.80,14.91,-1.07,-14.84,35.10,-22.23,2
250094,-10.74,9.00,-29.69,20.00,-1.61,14.88,-1.24,-13.59,33.30,-20.40,2
250101,-9.97,9.00,-29.31,20.00,-1.45,14.72,-1.36,-13.47,31.68,-20.50,2
250108,-10.27,9.00,-28.70,20.00,-1.46,14.53,-1.49,-13.69,29.98,-18.53,2
250115,-10.33,9.00,-28.36,20.00,-1.42,14.36,-1.69,-13.67,28.60,-16.55,2
250122,-10.04,9.00,-27.83,20.00,-1.31,14.11,-1.96,-14.05,27.21,-14.50,2
250129,-9.98,9.00,-27.63,20.00,-1.32,14.12,-1.87,-14.29,25.54,-13.50,2
250136,-10.26,9.00,-28.49,20.00,-1.35,14.20,-2.01,-14.39,23.98,-12.90,2
250143,-10.94,9.00,-28.51,20.00,-1.44,14.16,-2.11,-15.42,22.29,-11.12,2
250150,-11.29,9.00,-29.41,20.00,-1.52,14.36,-2.06,-13.12,20.43,-11.22,2
250318,-12.80,11.09,-26.99,19.71,-2.01,14.56,-0.90,-10.90,-13.95,8.11,2
250325,-13.34,11.09,-26.44,19.71,-2.11,14.49,-0.87,-10.90,-14.80,8.05,2
250332,-12.90,11.09,-25.94,19.71,-1.99,14.31,-1.00,-10.57,-16.25,8.44,2
250339,-12.44,11.09,-25.48,19.71,-1.87,14.15,-1.11,-10.44,-17.70,9.41,2
250346,-12.27,11.09,-25.73,19.71,-1.79,14.09,-1.33,-9.42,-18.61,9.34,2
250353,-12.23,11.09,-25.53,19.71,-1.72,13.93,-1.57,-10.87,-20.06,9.34,2
250360,-11.55,11.09,-26.72,19.71,-1.60,14.07,-1.70,-10.48,-21.23,10.37,2
250367,-11.38,11.09,-25.94,19.71,-1.53,13.86,-1.83,-11.03,-22.51,11.66,2
250374,-10.63,11.09,-25.65,19.71,-1.41,13.82,-1.79,-10.55,-24.02,12.92,2
250381,-10.55,11.09,-24.97,19.71,-1.41,13.74,-1.71,-9.67,-25.33,14.20,2
250388,-10.83,11.09,-24.94,19.71,-1.47,13.78,-1.61,-9.64,-26.70,14.52,2
250395,-10.45,11.09,-24.90,19.71,-1.43,13.83,-1.49,-10.71,-27.63,14.96,2
250402,-10.77,11.09,-25.28,19.71,-1.54,14.01,-1.26,-10.19,-28.81,14.56,2
250409,-10.92,11.09,-25.55,19.71,-1.59,14.11,-1.17,-9.13,-30.40,15.38,2
250416,-10.17,11.09,-26.44,19.71,-1.52,14.39,-0.93,-9.45,-31.73,17.19,2
250423,-10.24,6.27,-26.04,19.47,-1.56,14.39,-0.77,-9.78,-33.11,16.98,2
250430,-9.99,6.27,-26.05,19.47,-1.53,14.43,-0.68,-11.01,-34.41,18.00,2
250437,-9.48,6.27,-25.40,19.47,-1.46,14.39,-0.49,-10.16,-35.76,19.48,2
250444,-9.41,6.27,-25.24,19.47,-1.43,14.31,-0.58,-10.89,-36.96,19.63,2
250451,-9.02,6.27,-25.23,19.47,-1.35,14.27,-0.66,-10.57,-38.41,20.11,2
250458,-8.58,6.27,-25.06,19.47,-1.26,14.20,-0.71,-10.20,-39.54,21.56,2
250465,-7.70,6.27,-25.38,19.47,-1.05,14.09,-1.05,-10.39,-41.16,21.15,2
250472,-7.68,6.27,-25.97,19.47,-1.01,14.05,-1.35,-8.86,-42.34,21.45,2
250479,-6.91,6.27,-25.38,19.47,-0.86,13.87,-1.48,-10.03,-43.83,22.78,2
250486,-7.33,6.27,-25.04,19.47,-0.91,13.77,-1.57,-9.61,-45.15,23.58,2
250493,-6.02,6.27,-24.75,19.47,-0.71,13.74,-1.51,-10.03,-46.52,23.21,2
250500,-5.53,6.27,-24.20,19.47,-0.63,13.65,-1.48,-10.19,-47.80,25.30,2
250507,-5.04,6.27,-23.54,19.47,-0.56,13.58,-1.38,-9.88,-48.94,26.72,2
250514,-5.34,6.27,-24.06,19.47,-0.63,13.75,-1.20,-9.03,-50.62,27.32,2
250521,-4.73,6.27,-24.59,19.47,-0.56,13.98,-0.91,-8.66,-52.00,27.16,2
250528,-5.11,1.03,-25.10,18.80,-0.64,14.15,-0.76,-8.84,-53.12,28.06,2
250535,-5.13,1.03,-24.89,18.80,-0.66,14.20,-0.57,-8.82,-54.45,27.74,2
250542,-4.12,1.03,-24.61,18.80,-0.49,14.18,-0.47,-9.69,-55.85,28.59,2
250549,-3.92,1.03,-23.79,18.80,-0.46,14.09,-0.32,-10.10,-57.12,29.04,2
250556,-3.57,1.03,-24.56,18.80,-0.40,14.23,-0.33,-10.51,-58.15,29.31,2
250563,-3.43,1.03,-23.80,18.80,-0.37,14.08,-0.32,-10.40,-59.39,30.00,2
250570,-2.60,1.03,-24.15,18.80,-0.22,14.10,-0.42,-10.48,-60.90,29.85,2
250577,-2.12,1.03,-24.92,18.80,-0.13,14.18,-0.58,-10.28,-61.91,29.66,2
250584,-1.17,1.03,-25.14,18.80,0.04,14.14,-0.75,-10.00,-63.05,30.80,2
250591,-0.81,1.03,-24.56,18.80,0.11,13.97,-0.89,-10.12,-63.75,30.16,2
250598,-0.97,1.03,-24.24,18.80,0.08,13.85,-1.01,-10.16,-64.60,31.03,2
250605,0.53,1.03,-23.55,18.80,0.33,13.69,-1.09,-10.81,-65.76,29.62,2
250612,0.72,1.03,-23.51,18.80,0.36,13.67,-1.12,-11.62,-66.30,31.60,2
250619,0.48,1.03,-22.90,18.80,0.32,13.56,-1.13,-11.09,-66.43,31.73,2
250626,1.02,1.03,-23.26,18.80,0.41,13.68,-0.99,-10.77,-66.99,31.68,2
250633,0.92,-3.99,-23.18,16.86,0.40,13.74,-0.83,-12.25,-67.21,33.38,2
250640,1.39,-3.99,-23.64,16.86,0.48,13.89,-0.69,-12.34,-67.57,33.32,2
250647,0.87,-3.99,-23.81,16.86,0.40,13.98,-0.56,-12.55,-67.82,32.96,2
250654,1.74,-3.99,-23.44,16.86,0.55,13.99,-0.35,-11.96,-67.78,33.19,2
250661,2.19,-3.99,-22.71,16.86,0.64,13.90,-0.25,-11.42,-68.09,32.69,2
250668,2.64,-3.99,-23.13,16.86,0.72,14.02,-0.16,-10.74,-68.27,33.84,2
250675,2.98,-3.99,-23.27,16.86,0.78,14.02,-0.22,-11.77,-68.17,32.99,2
250682,2.95,-3.99,-24.75,16.86,0.76,14.11,-0.66,-11.56,-68.16,33.99,2
250689,3.74,-3.99,-24.55,16.86,0.89,14.04,-0.74,-10.87,-68.03,33.96,2
250696,3.16,-3.99,-24.37,16.86,0.78,13.96,-0.85,-11.18,-67.89,33.94,2
250703,4.35,-3.99,-23.80,16.86,0.98,13.86,-0.83,-11.06,-67.60,34.80,2
250710,4.62,-3.99,-22.53,16.86,1.01,13.60,-0.91,-11.13,-67.20,33.82,2
250717,5.39,-3.99,-22.33,16.86,1.13,13.53,-1.00,-11.12,-66.67,33.45,2
250855,13.00,-16.36,-20.72,14.75,2.37,13.28,-1.13,-12.22,-46.69,20.75,2
250862,13.65,-16.36,-20.00,14.75,2.49,13.18,-1.07,-11.57,-45.20,19.65,2
250869,12.64,-16.36,-19.84,14.75,2.32,13.16,-1.02,-12.26,-44.15,19.00,2
250876,13.06,-16.36,-19.94,14.75,2.44,13.26,-0.81,-11.97,-43.17,19.32,2
250883,13.37,-16.36,-19.97,14.75,2.51,13.28,-0.78,-11.35,-41.88,19.74,2
250890,13.79,-16.36,-20.41,14.75,2.62,13.42,-0.67,-11.74,-40.64,20.42,2
250897,13.19,-16.36,-20.63,14.75,2.53,13.46,-0.63,-10.58,-39.20,19.77,2
250904,14.04,-16.36,-20.32,14.75,2.68,13.42,-0.61,-10.22,-38.34,18.08,2
250911,14.46,-16.36,-20.26,14.75,2.73,13.38,-0.71,-10.45,-37.04,16.83,2
250918,13.92,-16.36,-19.67,14.75,2.61,13.25,-0.76,-11.12,-35.55,16.94,2
250925,15.01,-16.36,-19.42,14.75,2.77,13.18,-0.85,-9.99,-34.10,15.94,2
250932,14.41,-16.36,-19.81,14.75,2.62,13.17,-1.04,-9.16,-32.52,15.51,2
250939,14.63,-16.36,-19.20,14.75,2.61,13.02,-1.19,-9.80,-30.57,15.19,2
250946,15.37,-16.36,-19.23,14.75,2.69,12.98,-1.33,-9.11,-28.86,13.93,2
250953,14.58,-16.36,-19.27,14.75,2.53,12.94,-1.43,-9.96,-26.90,13.52,2
250960,15.09,-12.50,-19.66,14.74,2.63,13.03,-1.40,-10.22,-24.76,12.98,2
250967,14.79,-12.50,-18.95,14.74,2.60,12.94,-1.29,-9.44,-22.74,11.43,2
250974,14.89,-12.50,-18.90,14.74,2.66,12.98,-1.16,-9.80,-20.39,10.33,2
250981,14.68,-12.50,-18.71,14.74,2.63,12.96,-1.10,-10.10,-18.10,7.94,2
250988,14.32,-12.50,-19.59,14.74,2.60,13.13,-1.04,-10.31,-15.68,6.83,2
250995,14.75,-12.50,-19.67,14.74,2.70,13.18,-0.97,-10.73,-13.02,6.25,2
251002,14.92,-12.50,-19.58,14.74,2.74,13.19,-0.91,-10.32,-10.18,5.68,2
251009,14.75,-12.50,-19.18,14.74,2.74,13.16,-0.80,-8.88,-7.80,3.87,2
251016,13.88,-12.50,-18.71,14.74,2.58,13.06,-0.77,-8.01,-4.91,2.94,2
251023,14.53,-12.50,-18.20,14.74,2.69,12.98,-0.77,-8.37,-2.26,2.72,2
251030,14.59,-12.50,-18.07,14.74,2.68,12.94,-0.83,-7.34,0.57,0.69,2
251037,14.36,-12.50,-18.10,14.74,2.61,12.90,-0.95,-6.49,3.30,-0.67,2
251044,14.58,-12.50,-18.83,14.74,2.62,12.99,-1.09,-6.02,5.91,-1.70,2
251051,14.63,-12.50,-18.69,14.74,2.60,12.93,-1.18,-5.75,8.34,-2.64,2
251058,14.61,-12.50,-18.92,14.74,2.56,12.92,-1.32,-6.59,10.98,-3.56,2
251065,14.31,-10.38,-18.01,13.20,2.51,12.77,-1.29,-6.77,13.57,-4.25,2
251072,13.91,-10.38,-17.23,13.20,2.41,12.61,-1.37,-5.91,16.14,-4.92,2
251079,14.44,-10.38,-17.44,13.20,2.52,12.67,-1.31,-6.36,18.75,-7.43,2
251086,14.24,-10.38,-17.52,13.20,2.48,12.68,-1.31,-5.94,21.68,-8.51,2
251093,13.79,-10.38,-18.79,13.20,2.45,12.92,-1.21,-5.27,24.37,-8.79,2
251100,13.88,-10.38,-19.06,13.20,2.50,13.01,-1.10,-5.85,26.80,-10.52,2
251107,13.52,-10.38,-17.80,13.20,2.49,12.87,-0.86,-5.33,29.09,-12.41,2
251114,13.48,-10.38,-18.03,13.20,2.51,12.94,-0.76,-5.49,31.87,-13.17,2
251121,13.04,-10.38,-17.48,13.20,2.46,12.89,-0.59,-6.09,34.23,-13.86,2
251128,12.69,-10.38,-17.80,13.20,2.43,12.97,-0.50,-6.67,36.24,-14.96,2
251135,12.13,-10.38,-18.18,13.20,2.34,13.06,-0.45,-6.89,38.62,-15.85,2
251142,12.81,-10.38,-18.40,13.20,2.42,13.04,-0.63,-5.97,40.89,-17.23,2
251149,12.69,-10.38,-18.68,13.20,2.41,13.09,-0.64,-6.73,43.20,-17.84,2
251156,12.42,-10.38,-18.22,13.20,2.34,12.98,-0.70,-7.33,45.42,-17.57,2
251163,11.72,-10.38,-18.01,13.20,2.18,12.89,-0.84,-6.29,47.64,-17.98,2
251170,12.14,-7.99,-17.79,13.85,2.26,12.86,-0.81,-6.63,49.77,-19.14,2
251177,10.66,-7.99,-17.33,13.85,1.98,12.73,-0.93,-5.54,52.03,-19.82,2
251184,10.54,-7.99,-17.48,13.85,1.95,12.73,-0.99,-4.73,54.43,-21.22,2
251191,9.96,-7.99,-17.19,13.85,1.85,12.68,-0.99,-4.52,56.66,-22.45,2
251198,10.01,-7.99,-17.73,13.85,1.87,12.79,-0.94,-5.65,58.38,-23.15,2
251205,9.50,-7.99,-17.71,13.85,1.79,12.79,-0.90,-6.59,60.29,-23.49,2
251212,9.33,-7.99,-17.96,13.85,1.80,12.89,-0.73,-7.20,62.46,-24.51,2
251219,8.69,-7.99,-17.22,13.85,1.70,12.80,-0.59,-7.61,64.96,-23.88,2
251226,8.41,-7.99,-16.38,13.85,1.68,12.71,-0.37,-7.84,67.01,-25.33,2
251233,7.81,-7.99,-17.00,13.85,1.61,12.88,-0.18,-7.29,68.65,-25.45,2
251240,7.03,-7.99,-16.26,13.85,1.48,12.76,-0.11,-7.14,70.62,-25.86,2
251247,6.47,-7.99,-17.47,13.85,1.38,12.98,-0.11,-7.68,72.53,-26.13,2
251254,6.07,-7.99,-17.60,13.85,1.32,13.03,-0.02,-7.12,74.36,-26.35,2
251393,-6.33,14.76,-15.89,11.53,-0.91,12.79,0.25,-14.66,108.72,-34.85,2
251400,-7.19,14.76,-15.10,11.53,-1.05,12.63,0.18,-13.89,110.40,-36.81,2
251407,-7.68,14.76,-15.46,11.53,-1.12,12.65,0.01,-14.76,112.09,-37.39,2
251414,-8.80,14.76,-15.56,11.53,-1.29,12.63,-0.14,-15.07,113.66,-36.72,2
251421,-8.99,14.76,-15.12,11.53,-1.31,12.53,-0.22,-14.43,115.33,-37.30,2
251428,-9.86,14.76,-15.00,11.53,-1.45,12.50,-0.31,-15.15,117.19,-36.87,2
251435,-10.77,14.76,-14.74,11.53,-1.63,12.49,-0.19,-15.21,118.87,-37.00,2
251442,-11.68,14.76,-14.11,11.53,-1.82,12.42,-0.05,-15.94,120.77,-37.42,2
251449,-11.93,14.76,-13.87,11.53,-1.89,12.42,0.10,-15.65,122.50,-37.49,2
251456,-12.91,14.76,-14.01,11.53,-2.11,12.49,0.25,-16.53,124.02,-38.04,2
251463,-14.18,14.76,-14.07,11.53,-2.38,12.54,0.35,-16.43,125.58,-37.84,2
251470,-15.62,14.76,-14.03,11.53,-2.65,12.55,0.33,-17.51,127.01,-38.42,2
251477,-16.16,14.76,-13.60,11.53,-2.79,12.50,0.43,-17.78,128.52,-37.68,2
251484,-16.38,14.76,-13.76,11.53,-2.83,12.53,0.42,-18.11,129.89,-38.04,2
251491,-16.47,14.76,-13.71,11.53,-2.84,12.52,0.41,-19.33,130.65,-37.16,2
251498,-17.41,19.06,-13.79,9.85,-3.00,12.52,0.31,-19.64,131.46,-36.88,2
251505,-17.47,19.06,-12.95,9.85,-2.97,12.34,0.23,-20.44,132.05,-37.95,2
251512,-18.17,19.06,-13.00,9.85,-3.04,12.31,0.02,-21.08,132.26,-38.30,2
251519,-18.57,19.06,-12.15,9.85,-3.05,12.12,-0.13,-20.83,132.55,-37.96,2
251526,-18.61,19.06,-12.62,9.85,-3.05,12.19,-0.19,-21.62,133.00,-36.17,2
251533,-19.25,19.06,-12.26,9.85,-3.14,12.12,-0.26,-21.82,133.01,-35.37,2
251540,-18.45,19.06,-12.07,9.85,-2.97,12.06,-0.31,-22.34,132.73,-35.96,2
251547,-19.36,19.06,-11.17,9.85,-3.09,11.89,-0.41,-22.18,132.16,-36.22,2
251554,-20.76,19.06,-11.45,9.85,-3.33,11.94,-0.50,-20.51,131.76,-34.96,2
251561,-21.38,19.06,-11.79,9.85,-3.43,12.00,-0.54,-21.51,131.13,-34.20,2
251568,-23.21,19.06,-11.01,9.85,-3.76,11.88,-0.58,-22.00,130.11,-32.95,2
251575,-23.80,19.06,-11.08,9.85,-3.91,11.92,-0.49,-22.46,128.92,-34.89,2
251582,-25.39,19.06,-10.36,9.85,-4.22,11.81,-0.48,-24.27,128.06,-34.30,2
251589,-25.84,19.06,-10.18,9.85,-4.32,11.79,-0.47,-25.54,126.92,-33.93,2
251596,-26.50,19.06,-9.79,9.85,-4.46,11.73,-0.43,-23.93,125.74,-31.99,2
251603,-27.00,20.00,-10.51,6.77,-4.54,11.86,-0.52,-23.65,124.55,-30.37,2
251610,-28.58,20.00,-9.58,6.77,-4.79,11.69,-0.62,-22.97,123.28,-30.04,2
251617,20.61,20.00,-12.64,6.77,5.31,13.08,3.38,-22.84,115.74,-21.38,2
251624,57.85,20.00,-17.72,6.77,11.80,14.09,-3.74,-22.31,93.53,-36.01,2
251631,17.58,20.00,-54.54,6.77,2.44,15.87,-6.10,-20.86,80.73,-34.34,2
251638,-6.37,20.00,-12.41,6.77,-0.68,11.73,-1.61,-12.47,63.48,-8.17,2
251645,-36.49,20.00,-5.93,6.77,-7.18,11.23,0.25,-7.75,47.43,-3.76,2
251652,-37.26,20.00,-8.22,6.77,-7.34,11.73,0.11,-3.59,31.95,-0.71,2
251659,-32.53,20.00,-3.55,6.77,-5.65,10.62,-0.49,0.64,17.11,-1.03,2
251666,-28.31,20.00,-17.24,6.77,-4.90,13.15,-0.71,3.98,5.37,-2.35,2
